"gene.symble","TPM"
"CCDC171",0.848732974753199
"GCNT4",0.849293769436263
"C1orf189",0.849388657456366
"TRIM16L",0.849984656997492
"ZNF333",0.852017951818241
"MNT",0.852134976599104
"PRKD1",0.85295593289795
"TATDN2",0.85388984978641
"ARPC3",0.854028958694341
"MBD6",0.854549503824439
"FAM110A",0.85462019742359
"SRSF10",0.855079121468383
"WDR78",0.857162638253086
"C8orf76",0.857732850621849
"MAP6D1",0.858232445592989
"PTCD1",0.860574756011934
"CDYL2",0.863363582137018
"PDE4DIP",0.863441570746373
"GIP",0.863919351175407
"SLC25A45",0.865475725410363
"LGALS7B",0.866485263962251
"CYP1A1",0.866625606967782
"E2F7",0.866636819036123
"TMEM107",0.869674887836688
"TLCD2",0.870774003492565
"ARAP2",0.871428445094609
"TMEM56-RWDD3",0.871577371373361
"ELF4",0.871907999665136
"ZNF233",0.8733883478687
"IGIP",0.874055434803271
"GRAP",0.875223852867074
"LSMEM1",0.876313611664216
"UCP2",0.878849540411567
"DZIP1L",0.880391539236608
"TNK2",0.880927140606152
"KPNA7",0.881118477084859
"EPOR",0.88316073275393
"SNX22",0.88376331111108
"CENPP",0.883810613331545
"CTDNEP1",0.88412483989647
"GDNF",0.88420060716869
"RAPSN",0.884290220217211
"C3orf52",0.885199039136135
"UCN",0.886371187543745
"C22orf46",0.88724399275503
"CBLN3",0.888812625484796
"NOD1",0.889063053301342
"ARMC2",0.890290811015442
"LAT2",0.890476971224811
"FAM13A",0.891191386544935
"SLC27A3",0.892259609725166
"LDLRAD3",0.893456185661054
"GPR143",0.893917605642696
"DNAJC28",0.89556897063082
"VNN1",0.89737715937251
"UBE2Q2L",0.899153047009491
"KLRG1",0.899813293037711
"RNFT2",0.901488959830653
"SLC16A7",0.903623203088652
"SLC27A1",0.903759125702562
"GTF2H2",0.907492011646858
"ZNF296",0.908124619161043
"SCAI",0.908703536001893
"ABCB9",0.909942770173754
"RBM4",0.910856279083081
"ZNF449",0.912103935927528
"DUSP7",0.912904911773105
"ZNF175",0.916211236919192
"ANO8",0.917262925423525
"CEL",0.917819470436004
"DMPK",0.918814366008908
"TUBB1",0.919657689494393
"RIN1",0.91992928731359
"TICRR",0.921661620386896
"ART5",0.92273493275502
"B4GALNT3",0.922749148294364
"ZDHHC1",0.923288960858491
"USP49",0.923563440577762
"CCDC121",0.923578267136668
"PFN4",0.924471174708951
"TRPV4",0.924878302468262
"ABHD14B",0.925414742550041
"C7orf31",0.926044306966315
"CCDC173",0.927629325227572
"CCT6B",0.927873461532452
"SPATA6",0.929346029917613
"B3GNT9",0.929896511193501
"POLR3G",0.930047890693788
"ZNF169",0.930619528176077
"HMGCS2",0.930789142268559
"RHBDL2",0.931253544183343
"RAPGEFL1",0.933139826755931
"EFCAB7",0.933996813514998
"RAB40B",0.935178474365831
"NIPAL1",0.935956275101441
"STK17B",0.936059260880639
"PITPNC1",0.93646725525222
"BLM",0.937163655712016
"ZNF345",0.937766732079228
"SHC3",0.939945705639394
"TRIM3",0.940037667677254
"CEP97",0.941149962657122
"KLKB1",0.942146034129554
"MMP24",0.942989851447828
"NXPE3",0.944133250451859
"ATP6AP1L",0.944656351598552
"POU5F1",0.946152739013053
"PORCN",0.950029217057017
"ZNF670",0.950662987430838
"ALDH1A2",0.951030005280348
"SFR1",0.952601130640719
"FIGNL1",0.953928667771316
"CCDC65",0.955259447843065
"TNFAIP8",0.955680222638748
"SLC25A53",0.956555694241673
"PSTPIP1",0.957740443263414
"GK5",0.958727210592384
"TEX9",0.958947972398049
"C5orf30",0.959562019457124
"IRAK1BP1",0.960515259078468
"TTC26",0.960630719214404
"CPSF4L",0.960830247840616
"PPIP5K1",0.961573962192906
"C3orf62",0.962166716595432
"GPSM1",0.962389955659975
"LACC1",0.963073975177664
"UGT2B15",0.963624938433134
"RTP4",0.965004754626064
"ZNF599",0.967555428318571
"PLCH1",0.969542303030447
"ZSCAN23",0.971271996841258
"ATXN7L2",0.973317841254951
"DAO",0.975340274760077
"ZNF490",0.97644955045934
"BEX2",0.97925008968779
"ZNF286B",0.979291363010493
"KIF9",0.979323985268389
"MAST1",0.982758919901047
"IFI27L2",0.982790805078267
"CARF",0.982827017432417
"FANCM",0.984477277251192
"SH3BGR",0.98475750245748
"TSPAN1",0.984774881087889
"ZNF430",0.984867425571562
"FAM19A4",0.986877637168989
"LPCAT2",0.986953657290489
"KCNMB4",0.987582518563633
"CAB39L",0.989365109521729
"FGFR2",0.990574942921928
"ZNF81",0.991049631776791
"S100A4",0.991259837201001
"MZF1",0.992121166232687
"ZNF675",0.992257884246833
"EXD3",0.992406187986622
"DPF3",0.993379050373621
"OTUD1",0.993542543809965
"TBXAS1",0.994549495428044
"TLE4",0.998050816860652
"ATAD5",0.998405153448605
"GLOD5",0.998999439575416
"TBX10",1.00057777191129
"CPLX1",1.00112613878117
"ASB2",1.00210562968409
"ZNF624",1.0028338886075
"SLC17A1",1.00309649167397
"PASK",1.00455506676745
"ZNF565",1.00471037582432
"XRCC2",1.00663190959861
"MCOLN1",1.0081270433332
"CCDC17",1.00849625477743
"CNKSR1",1.00988366265032
"FOXC1",1.01030917201304
"CDR2L",1.01124609940847
"CEP135",1.01147029127047
"FAM214B",1.01243936969616
"ZNF865",1.01249061162927
"PDE11A",1.01451137434539
"KIF5A",1.01459217389334
"KIAA0040",1.01513005433448
"USP43",1.01572733041954
"CDK14",1.02104902955464
"CNIH3",1.02196809347434
"ATAD3C",1.02317244227663
"NR1I3",1.02406925513173
"TSSK6",1.02498638172605
"TMEM159",1.02897538196853
"CPA4",1.02973019959205
"KLHDC9",1.03001817146247
"PPP1R3G",1.03212572598487
"ZNF22",1.03263386486568
"KIF12",1.03282209668631
"PKIB",1.03302251888995
"STPG1",1.03347830784777
"TCTN2",1.0341013039267
"JAKMIP2",1.03476453002108
"ARRDC4",1.03486346130811
"AK9",1.03569157298615
"PLA2G6",1.03724804005542
"ZNF214",1.03791399613995
"C11orf94",1.0379816783506
"AHDC1",1.03837526708162
"VDR",1.03962286105921
"PTPRJ",1.03970946053895
"SPATA6L",1.04041426606271
"SEMA6C",1.0415701152425
"ZKSCAN7",1.04252589476409
"GPRIN1",1.04356079840405
"TGM1",1.04463815394349
"PNRC2",1.04712361946095
"NUDT12",1.0498686183099
"FIZ1",1.05091378540018
"MSH4",1.05140309748712
"ITGB4",1.05259273066679
"HNRNPA1L2",1.05369612572433
"ZNF582",1.05421528452643
"ZNF721",1.05528906064922
"ZNF225",1.05597198143015
"SYT7",1.05599021653523
"MEIS1",1.05626404457133
"SLX4",1.05675341595853
"RUNDC3B",1.05676123249904
"NOX3",1.05751947119
"SYNJ1",1.05757279609526
"PLEKHG5",1.06059633829691
"FGD1",1.06069578521447
"SLC6A4",1.06208279110817
"ATP6V1E2",1.06233983633586
"ANK2",1.06235900599948
"DSCC1",1.0628634955177
"EBF4",1.06297643866953
"ELK3",1.06403339305732
"RGPD8",1.06466517273531
"FZD1",1.06548031920971
"ZCWPW1",1.0664042598256
"ABHD17C",1.06910933955607
"STS",1.06948048987219
"CDC42BPG",1.06986899796833
"NAPEPLD",1.07027992688399
"ALG6",1.07207891061836
"UBE2E2",1.07229208511741
"PDCD6",1.07293251172095
"EEF1A2",1.0740356726988
"JMJD8",1.07515042287553
"CIT",1.07585857254251
"PLIN1",1.07599409934989
"ZNF491",1.07610511209375
"CCDC40",1.07888038882225
"RTN4RL2",1.08139746493885
"MYL9",1.08232050417458
"C3orf18",1.08294973708546
"ZNF114",1.08578141810901
"CCDC24",1.08678987345841
"PSMC3IP",1.08720551974936
"FBXO36",1.0878898446016
"VSIG10L",1.08799485286813
"ANKRD37",1.09175408716297
"FAM209A",1.09253526783348
"KAT2B",1.09341094763302
"POMZP3",1.0992870247113
"RGCC",1.10072677437563
"CHRNA5",1.10190010052379
"ARL6",1.10207807025085
"SKAP1",1.10261683525845
"SLC4A11",1.10499704610714
"ADAMTSL4",1.10506592053507
"ITGAE",1.10531001667354
"SLC10A5",1.1064327497253
"GMEB1",1.10665209610278
"BIVM",1.10760335933814
"NR4A1",1.10929303263819
"BIK",1.1108050563845
"ADCY7",1.11089772392368
"HCN3",1.11268828064877
"ZNF583",1.1132476113294
"MDM1",1.11431234392522
"PCSK7",1.1160369890191
"GAS2L1",1.11723943597914
"TMEM54",1.11829518580208
"TCP10L",1.11954979383025
"PRICKLE3",1.1219422069198
"ACYP1",1.12216784534946
"PKMYT1",1.12497055244584
"BBIP1",1.12921917482398
"ZNF347",1.12991760700688
"BRF1",1.1300903781984
"KDM4D",1.13122829504033
"KIAA1549",1.13755181030534
"PIK3C2B",1.13818341360284
"FAM189B",1.13907623338625
"NEURL3",1.13911149253558
"OSCAR",1.13918468768819
"SCN8A",1.1393375129227
"PRR26",1.1403382156249
"ZCWPW2",1.14116832083013
"LYG1",1.14140311614369
"MYOM1",1.14262071435567
"WDR62",1.14272129649844
"ATP7A",1.14539430790374
"ISM1",1.14691091914157
"ADAMTSL2",1.14738944842535
"ZIK1",1.14795494098803
"LRCH4",1.14833092078112
"PDP1",1.15008321403548
"PLIN4",1.1514008322312
"MAPK7",1.15174472553235
"HAVCR2",1.15255778539738
"MYCBP",1.15346736180386
"SH3D21",1.15455153511337
"HERC3",1.15469255534908
"MRAP",1.15660701888588
"SRR",1.15700360742511
"AFAP1",1.1581702026728
"FUT11",1.15865548429805
"ZNF773",1.15971483203961
"ALG10B",1.15984245518103
"TRAPPC2",1.15984998676413
"FAM161B",1.16236389956091
"KIF3A",1.16268738695865
"ROR1",1.16356845671895
"TIGD6",1.16372879850463
"RAB3IL1",1.16396241396115
"CCDC102B",1.16464324691811
"LPCAT4",1.16520892770678
"CDK5R1",1.16654020336781
"RABL2B",1.16748817306394
"TBC1D19",1.16766979726576
"WWC3",1.16817875751761
"KIAA1328",1.16918748661591
"CEP57L1",1.16991673939204
"CCDC15",1.17236177744487
"C21orf58",1.17246455593668
"SLC5A11",1.17405296339442
"ZNF438",1.17592505992491
"CPEB3",1.17663196088812
"MICAL2",1.17711626465296
"LCK",1.17836081035887
"MBOAT4",1.17865688688097
"DOCK6",1.17900670088427
"LIN7B",1.17961133489648
"C16orf89",1.18044941769679
"GMIP",1.18073330528923
"ANO7",1.18112978212884
"PPM1K",1.18125683995189
"ICOSLG",1.18235455057669
"TREH",1.18423758177401
"DYNLT3",1.18510195090566
"ZNF701",1.18627577225522
"HAUS8",1.18660481689963
"TAS1R1",1.18790766908341
"CBWD5",1.18894335695789
"STOML1",1.18998997123331
"NCS1",1.19256894615564
"SGMS2",1.19274425144813
"CENPI",1.19363510817826
"TICAM1",1.19376602186113
"GLUD2",1.19412182596084
"NPDC1",1.19489732869853
"PQLC3",1.19580680929045
"GPSM2",1.19630114135312
"NFIC",1.19644427808715
"CTBS",1.19813240536323
"OPHN1",1.1981881137403
"MXD3",1.19826911679693
"DBP",1.19924922866131
"TSSK3",1.20230389510665
"FNDC5",1.20256330427284
"MRPL46",1.20270323578567
"ESPL1",1.20539310887432
"NEIL1",1.20553234830756
"NT5DC4",1.20689743504414
"KCNE3",1.20770907054629
"NDUFC2-KCTD14",1.20992926439965
"ABRACL",1.21167193670843
"ATN1",1.21330589123265
"PSPN",1.21355065350887
"HOMER3",1.21382884680906
"CDKN2D",1.21384782160153
"ZNF182",1.2174208939935
"TMEM229B",1.21809201261232
"DLX6",1.22120628383098
"RORC",1.2213922404315
"TMEM143",1.22294265451652
"ISX",1.2244550613821
"MSLN",1.22524270649981
"MCTP2",1.22636266072744
"SGCB",1.2273058628263
"APOBEC3G",1.22770215122297
"GINS3",1.22777517766098
"ZNF367",1.22790807542016
"INTU",1.22943671598436
"FAM43B",1.2295569031553
"SULT1C4",1.23029735624545
"SPATA33",1.23110270897522
"ZNF546",1.23264423052368
"FGFBP3",1.23456028189377
"POC1B",1.23627489391838
"MOK",1.23654098461476
"NLRC5",1.2368207020189
"IL17B",1.24000461816963
"DEPDC4",1.24112533883276
"SLC43A2",1.24155891731451
"MPPE1",1.24186107862159
"GPR75-ASB3",1.24253656379625
"NBPF3",1.2435506883864
"ZNF334",1.24388014234469
"UBXN11",1.24415760159545
"TMEM220",1.24470503382188
"AK1",1.24557041384273
"GRK4",1.24639106165986
"MTFR2",1.24649005970045
"C1orf210",1.2467894513349
"SH3BP1",1.24836091577482
"C2CD2L",1.24889562171018
"GTDC1",1.25043480307447
"RPGRIP1L",1.25057053889743
"SRY",1.25225852656561
"ABHD14A",1.25347480165237
"ZNF280A",1.25477249436888
"FAM111B",1.2557681370271
"CBWD3",1.25773208186925
"PDGFRB",1.2587255286604
"ZNF570",1.26028544669235
"CELSR3",1.26105866911949
"CEP112",1.26277848722248
"EXO1",1.26292579400067
"ZNF230",1.26502889902791
"CDKL4",1.26513902582396
"ARHGAP11B",1.2656966848364
"TMEM168",1.2662287271156
"MPP3",1.26633676684016
"TUB",1.26795090025856
"CARD8",1.27033787082433
"DLK2",1.27123839873718
"REL",1.27260108650817
"FHL2",1.27476008401254
"MYO5A",1.27590251807172
"TCTN1",1.27632208180379
"DGKE",1.27899590816642
"BIRC3",1.28154754102782
"RNF24",1.28223852667692
"ZNF501",1.28286199332899
"CDS1",1.28453834075452
"ANO9",1.28510696958291
"CNPY4",1.28537743219311
"BTBD8",1.28759936403379
"DBF4B",1.28978021372751
"ZNF596",1.29059197630963
"ZNF382",1.29191734082422
"TMEM218",1.29467431180632
"ZNF680",1.29478776317701
"FANCB",1.29581309733642
"ZNF850",1.29707396857952
"C16orf45",1.29781262643504
"IQCK",1.29829392808507
"SLC9A1",1.29957340404168
"SCARF2",1.29959207069111
"RHOD",1.29995449844924
"PIF1",1.30176338916316
"SPATA21",1.30185464536912
"HIF3A",1.30644764405441
"PPFIA3",1.30795995342332
"CCNJL",1.30977908264325
"CCNG2",1.3112673577168
"ARIH2OS",1.31348596043359
"HECTD2",1.31360490587037
"PRF1",1.31365446028709
"KLHL26",1.31389435786287
"ZNF112",1.31465085058697
"GBP2",1.31466818389313
"GAS2L3",1.31604845183602
"THBS4",1.31683269778375
"ZG16B",1.31706552217993
"EIF5A2",1.32130471301779
"C1orf74",1.32152130293638
"C2orf88",1.32257362823394
"ZNF100",1.32345548722979
"CYP2J2",1.32474595692844
"NUGGC",1.32479104338559
"ZNF658",1.32577015520973
"SHROOM2",1.32585544027917
"MTG1",1.3268410267579
"IL21R",1.32784106517309
"EAF2",1.32788633568688
"ZNF846",1.32840269120213
"GDPGP1",1.32917437139911
"PGBD4",1.33149622197276
"RAB31",1.33613133135589
"LRRC24",1.33949564320965
"MLKL",1.34134584423214
"TNS1",1.34229976207942
"SERPINB8",1.34296329281561
"ZNF714",1.34391919265058
"ALG9",1.34502232735807
"SBK3",1.34633740326828
"CEP152",1.34721611340252
"YAF2",1.34788232796379
"ZBTB18",1.35093114416778
"RNASET2",1.35106115092502
"TEX19",1.35153776991407
"HSPE1",1.35269734202187
"DNAJC6",1.3530220011541
"CTSS",1.35370476339743
"S100A14",1.35413746647262
"TMEM144",1.35418013146546
"RBMS2",1.35476679758427
"TMEM88B",1.35528921174857
"ZNF280B",1.35529547763637
"SMN2",1.35621273552663
"AP4B1",1.35647164138843
"LCP1",1.35952278196161
"FAM20A",1.36026396893014
"CLSPN",1.36152247509606
"CYB561",1.36170925706749
"DCK",1.36248956910324
"ADAM22",1.36496317774066
"TMEM200B",1.36618146606164
"DNAH17",1.3674961801608
"SCNN1D",1.36959796458085
"CISH",1.37010602745019
"RHBDL1",1.3714306692208
"PRR15L",1.37233452681537
"ZNF485",1.37567653029374
"CENPL",1.37808287150527
"CASP2",1.37810527080267
"ORAI2",1.38106161131678
"ANKRD18A",1.38142343179977
"SIGIRR",1.38146537229712
"PTP4A2",1.38148553431883
"TBC1D8B",1.3818830248092
"SRPX2",1.3827259530942
"ZNF844",1.38318967611314
"PLEKHH1",1.38325677685882
"KCTD11",1.38439442780409
"GLIPR1",1.38514573477371
"SLC44A2",1.38592870730624
"POLA2",1.38684199464654
"GNPDA2",1.3872533562217
"EME2",1.38733586849433
"RBM47",1.38880568513082
"CHN1",1.38939218849934
"HID1",1.39026259675675
"HBEGF",1.39111652880169
"CCND3",1.39123866777177
"ZNF442",1.39239885173029
"FOXJ2",1.39403672405695
"STAT5A",1.39615100893494
"SIX4",1.3965729941639
"F8A1",1.39741961279249
"JOSD2",1.3998494642875
"L3MBTL3",1.40135909684524
"ALG10",1.40178968905917
"RHBDF1",1.40325201026322
"PER3",1.40468669069825
"EMP3",1.4048395302517
"POM121C",1.40507999377354
"SPICE1",1.40527692568651
"SPTBN2",1.40547418013481
"WTIP",1.40691110996857
"BCL7C",1.4087343664693
"CNTD2",1.41179019969956
"TRIM69",1.4140251742683
"BBS12",1.41473529493929
"TMEM175",1.41686603412548
"UVSSA",1.41704825596846
"MBLAC1",1.42055048762429
"PMAIP1",1.4207788784861
"SCAMP4",1.42239899324871
"C3orf70",1.422488757104
"SRSF8",1.42405335897411
"STARD9",1.42439978391821
"HYLS1",1.42718563404011
"RRAD",1.42853887629698
"KRTAP3-1",1.43123727402024
"PON1",1.43181863990588
"PLXNA3",1.43231745257558
"IL18BP",1.43258848133823
"CCDC112",1.43274255116039
"SLC36A4",1.43279792744639
"UPK2",1.43298648900876
"MSL3",1.43325183530371
"AATK",1.4338566625734
"GSTO2",1.43408716786176
"KBTBD8",1.43483292248883
"IRAK4",1.43537756266506
"CPA6",1.43583488021019
"KIF14",1.4365319710916
"ANGPTL1",1.4371780632593
"PLIN5",1.43846955235732
"CEP78",1.43858086436092
"MCM10",1.43873130096485
"EVI5L",1.43910328620629
"IL11",1.44159956813852
"CDCA3",1.4420364504999
"ARHGAP10",1.44224289181758
"TMEM185A",1.44265249534375
"TSPAN8",1.4429071464828
"FAM229B",1.44385469258278
"COL6A1",1.44409502628736
"APOBEC3B",1.44476490953763
"TNS4",1.44661231269362
"BCL9",1.44704756479648
"TRIM29",1.44899776486927
"ARNTL",1.44946569689031
"EFCAB2",1.45376910062559
"HIST1H2AH",1.45498502448213
"PSTPIP2",1.45512119251321
"PDIK1L",1.45596123180351
"CENPK",1.45689013993703
"SLC2A13",1.45926543458357
"LRRC37B",1.45974307317743
"ZNF461",1.46223118405987
"MMP14",1.46387141003439
"SEC22A",1.46468681830454
"PHLDB1",1.47001124274994
"C2",1.47208461481557
"PHYHD1",1.47288389126438
"FAM98B",1.4741728668827
"CHSY3",1.47455912938226
"ONECUT2",1.47570227743194
"C19orf73",1.47708340176985
"MAMDC4",1.47939164538479
"XRCC3",1.48049823157933
"TTC30B",1.48220584628536
"SSH2",1.48426428893958
"TMEM237",1.48759391052021
"IFIT1",1.48795602579335
"TTLL1",1.49133719235472
"MNX1",1.49228558404827
"GATM",1.49385766798764
"TSC22D3",1.49488434217166
"KRTDAP",1.49498750666285
"SNTB2",1.49548073322261
"ZNF414",1.49568167990576
"KRT80",1.49828395686358
"WDR60",1.49996246563915
"MAP3K10",1.50203019972249
"CRYBB3",1.50228936550797
"CPNE8",1.50476527288296
"ARL17B",1.5059021049239
"XCL1",1.50856153847512
"NUDT6",1.5105452891019
"ARRDC2",1.51209382534457
"ZNF439",1.51427288898488
"POLR2M",1.51501991740614
"ADPRHL1",1.51559476998344
"ZSCAN30",1.5160588869974
"ZNF837",1.51773089803336
"LRP8",1.52013847446651
"RNF207",1.52061226998752
"CTSV",1.52152361986611
"CCZ1",1.52315117491751
"MTHFS",1.52405467068928
"UAP1L1",1.52419019718113
"TWIST2",1.52423793515396
"RELT",1.52591932348592
"PTPN14",1.52616837576913
"C4orf46",1.52744416155828
"ADAP1",1.5283382680737
"SH3YL1",1.52927127281967
"TSPYL2",1.52934526714433
"HSH2D",1.52942614534462
"SLC51A",1.53095599664398
"SEC61A2",1.53143786151701
"LRRC14",1.5346808506401
"C9orf116",1.53501805965814
"MDC1",1.53515029175932
"WDPCP",1.5352776384621
"LRRC69",1.53678847443045
"ZNF783",1.53793312498484
"APC",1.53835435777186
"MYCL",1.53865071239223
"MORN1",1.53971544235618
"RAB3B",1.54059729565063
"DNAJC24",1.54167196054968
"TRO",1.54328630649027
"IGFBP6",1.54375480258139
"EID2B",1.54489167368794
"PSTK",1.54498750451512
"TRAPPC13",1.54572749407591
"IL17RA",1.54596374721947
"ASPDH",1.54599910014439
"C17orf53",1.54701240633906
"CKAP2L",1.54846059583459
"ARL17A",1.54869799196699
"TMEM8B",1.54886014117827
"CAMTA2",1.54886088817626
"PPP1R3F",1.55332742427112
"CHADL",1.55476489970176
"CLUAP1",1.55483679038351
"RAD51",1.55561487159628
"ZC2HC1B",1.55651907994204
"CLCN4",1.55810287266778
"ZNF554",1.56055534496312
"MOB1B",1.56086687448589
"C19orf18",1.56101445813331
"NPHP3",1.56337093678897
"GRB14",1.56352931098894
"KCTD17",1.56459008264799
"NMI",1.56682744967838
"PHF11",1.57001963661816
"SERAC1",1.57057007777785
"HHLA3",1.57127648781438
"ZNF354A",1.57176220035553
"FRMD6",1.57235205331436
"FCER1G",1.57371209293138
"ST14",1.57401977456109
"ZNF280C",1.5805908054633
"ARSG",1.58093016733958
"OXCT1",1.58419617062098
"GPATCH11",1.5851619841907
"KLHDC7A",1.58789253644372
"MAPKBP1",1.58807952969476
"ZNF197",1.58848449826141
"GBP1",1.58890694989551
"DISC1",1.5890916836183
"PYROXD2",1.59037218178085
"CACNA1H",1.59320744959098
"WNT11",1.59349484772682
"DFFB",1.59408022979148
"C9orf72",1.59602506615117
"SLC16A5",1.59728065094878
"POLQ",1.5985080789273
"GTF2H2C",1.59925767895085
"KIFC2",1.60112550081425
"PGAP1",1.60153011834067
"C4orf36",1.60294104649225
"TDRKH",1.60389853179498
"SPATA7",1.6048843298668
"TSACC",1.60524423125166
"IL18",1.60624180061223
"TAF5",1.60651608522641
"ADHFE1",1.60655038727508
"QSOX1",1.60719842978963
"MBP",1.61051621303219
"IMPACT",1.6105441260896
"RECK",1.61067769359895
"CSGALNACT1",1.61076157136366
"ZNF789",1.61084366847334
"MSANTD3",1.6123081453626
"DUS4L",1.61320523211267
"TTYH1",1.61370038454719
"CHAF1B",1.61433068430308
"ZFP36",1.61575145885398
"PPP1R3D",1.61829034988054
"CYP4V2",1.6192788578889
"EFEMP2",1.61946222282503
"INHBB",1.62317563378742
"SETD1B",1.62471191727981
"MOGAT1",1.625493067878
"CLEC2D",1.62729083971408
"PRDM15",1.62764177727398
"MAPK12",1.62766312939155
"LTB4R",1.6319874645118
"CSTA",1.63302543390229
"HACE1",1.63475859165053
"CCP110",1.6355729969819
"C5orf63",1.63682838056916
"ZNF254",1.64005512725307
"COLGALT2",1.64278429922354
"MSRB3",1.6445614539329
"MX1",1.64726841116646
"CIDEC",1.64961952857798
"ZNF70",1.65012721707325
"PTGR1",1.65106930426928
"PGBD2",1.65371077212932
"CCDC125",1.65741345866794
"ZNF250",1.65864583355508
"PNPLA6",1.6587764907776
"STRIP2",1.65954163582331
"BRCA2",1.66061432522363
"C1orf105",1.66267988252893
"PDGFRL",1.66491302095768
"HIP1",1.66617510868789
"MICAL3",1.66657120998298
"ZGPAT",1.6672617547563
"SVIP",1.66874723127203
"ZFAND4",1.66984432655341
"BHMT",1.66984651613878
"HLA-F",1.67001819985929
"IFT122",1.67125113340615
"OGDHL",1.67372640446947
"TOMM20L",1.67380594656843
"ALDH16A1",1.67440887482168
"SLC22A18",1.67477172258487
"KCNJ10",1.67480362595159
"TRIM39",1.676271433036
"SNX16",1.67791077492934
"TRMT10A",1.67963010444532
"GOLGA8A",1.68121409500197
"FAM104B",1.6814939905169
"CASZ1",1.68317556813624
"GLB1L",1.68584812900079
"UNKL",1.68720555676429
"ELMO3",1.69445704028255
"MAPK8IP2",1.69566564223657
"EME1",1.69730227134636
"DISP1",1.69795501319413
"CXorf40A",1.69931303293099
"SLC25A16",1.69968166135839
"S100A13",1.70123844468588
"ABLIM3",1.70139323185831
"ATP8A1",1.70151252552527
"CPNE2",1.70404062714623
"MAP3K9",1.70500887007985
"FAM98C",1.70525804321482
"FAM110C",1.70528931506112
"ZNF608",1.70677579317911
"ZNF41",1.70762947757335
"FRMD5",1.7081805175281
"NAALAD2",1.70827791506083
"LRFN4",1.70875345689189
"RDH16",1.70950501193777
"NAT8",1.70974012503224
"ZNF549",1.7098044815978
"PRICKLE4",1.71021148264908
"VILL",1.7108923125257
"CDA",1.71197503371819
"TNFAIP8L3",1.71418488764167
"NCF2",1.71807052407884
"PYY",1.7184011979233
"AQP7",1.7188981084856
"MB21D2",1.72233807894498
"FOXJ1",1.72240944210448
"NMNAT1",1.7233253875243
"PPM1M",1.72359739869334
"TEX29",1.72401858222137
"ZNF425",1.72460337419371
"RALGPS1",1.72528747095662
"IFT81",1.72545605600249
"RARRES3",1.72653598344158
"RIN2",1.72999156817994
"DCLRE1B",1.73059271626863
"FRA10AC1",1.73087054912788
"MORN3",1.73154991479902
"MICAL1",1.73271867901083
"SPATA1",1.73399693407858
"SLC25A29",1.73470358739723
"C2CD3",1.73517600685941
"AP1S2",1.73876401414053
"SFRP4",1.74008251137095
"CSAD",1.74095997404176
"BOLA1",1.74107035282223
"CEP44",1.74199078584056
"KCNAB2",1.74267968362293
"TNFSF4",1.74409335078992
"FBLL1",1.74712438890758
"FAHD2B",1.74946120364434
"ABCG2",1.75039803174987
"FAM229A",1.75090701553818
"SULT1E1",1.75142136696576
"ARG1",1.75186251537497
"PDGFA",1.75194351322759
"RUSC1",1.75366114893267
"GAL3ST1",1.75389275838608
"TMEM45A",1.75389946694732
"TONSL",1.75509551608072
"SLC22A5",1.75510170318367
"METTL4",1.75535762277209
"RASSF8",1.75545426998188
"AGO3",1.75563694865044
"ZBED3",1.7575668334082
"SHCBP1",1.75868002499187
"ZNF432",1.75964559764795
"PLXNA2",1.76337153025881
"SYNE2",1.76630603080448
"NGFR",1.77316675807543
"TRIM74",1.77441696564471
"UNC5CL",1.77674073984697
"ZFP14",1.77743257003485
"PHF7",1.77922115579822
"FBXO17",1.7806862337851
"CDH16",1.78152479026414
"PIGX",1.78189955882933
"OSBPL10",1.78339043013931
"FAM86B2",1.78382743412416
"FGD6",1.7841769416685
"SIX1",1.78460012794962
"PLA2G2A",1.78618715365213
"C6",1.78729403967339
"PLEKHO1",1.78758777046077
"RNF208",1.78787827914171
"ZC2HC1C",1.78987960157533
"GALNT11",1.79000336191255
"C5AR1",1.79022716836963
"ABCB8",1.79093013611093
"ABHD11",1.79259129512341
"SLC16A4",1.79338348551017
"RAPH1",1.79526732687905
"MYEF2",1.79693777068659
"C19orf47",1.79814965501137
"DNAJC18",1.79938954155135
"CARD9",1.79939188529093
"AIFM3",1.80214931674765
"ZNF555",1.80445937132582
"TRIM52",1.80473016586237
"TTC30A",1.80523956623445
"TSHZ1",1.8058022232109
"ZNF483",1.8058619814213
"KCNG3",1.80594138508107
"MBLAC2",1.80634403136675
"LRRC23",1.81041569567686
"WDHD1",1.81053912925649
"FAM160B2",1.81102451980992
"ZNF440",1.81110167136819
"NICN1",1.81120153402663
"GATA2",1.81133450418891
"DDHD1",1.81521224591263
"PPP1R1C",1.81642631921241
"NUDT1",1.81836182876765
"POLI",1.81975352645316
"RCBTB2",1.82002831950174
"KIAA0895",1.82027377138808
"JRKL",1.82164718670719
"PTK2B",1.82246228653978
"CROCC",1.82331553965388
"SMAGP",1.82421681035617
"ZSCAN22",1.82504876666974
"PIGP",1.82568264926698
"SLC22A4",1.82755549586411
"NUPL2",1.82839870363703
"SIPA1",1.82854943153777
"DEPDC1",1.83101677324366
"HOXD1",1.83133222049974
"ZNF749",1.83177988171737
"KLHL17",1.83294956853605
"PIK3IP1",1.83372392642363
"SMIM6",1.83607175051515
"NR2F2",1.83689186853777
"CYP21A2",1.83690873090989
"EML2",1.83724271714171
