#ccds	gene	gene_id	ccds_status	attribute
CCDS3198.1	BCHE	590	Public	CDS uses downstream AUG
CCDS3243.1	MCF2L2	23101	Public	Inferred exon combination
CCDS3320.2	PIGX	54965	Public	Non-AUG initiation codon
CCDS3440.2	STIM2	57620	Public	CDS uses downstream AUG
CCDS3440.2	STIM2	57620	Public	Non-AUG initiation codon
CCDS3539.1	CABS1	85438	Public	Nonsense-mediated decay (NMD) candidate
CCDS3678.1	HADH	3033	Public	CDS uses downstream AUG
CCDS3700.2	C4orf21	55345	Public	Inferred exon combination
CCDS3854.1	PDCD6	10016	Public	CDS uses downstream AUG
CCDS3936.1	C6	729	Public	CDS uses downstream AUG
CCDS4122.2	ATG12	9140	Public	CDS uses downstream AUG
CCDS4137.2	ALDH7A1	501	Public	CDS uses downstream AUG
CCDS4305.1	SLC6A7	6534	Public	CDS uses downstream AUG
CCDS4397.1	THOC3	84321	Public	CDS uses downstream AUG
CCDS4510.1	TFAP2A	7020	Public	CDS uses downstream AUG
CCDS4746.1	AGER	177	Public	CDS uses downstream AUG
CCDS4747.1	AGER	177	Public	CDS uses downstream AUG
CCDS4852.1	TREM2	54209	Public	CDS uses downstream AUG
CCDS4853.2	TREML2	79865	Public	CDS uses downstream AUG
CCDS4855.1	NCR2	9436	Public	CDS uses downstream AUG
CCDS4907.2	VEGFA	7422	Public	Non-AUG initiation codon
CCDS4908.1	SLC29A1	2030	Public	CDS uses downstream AUG
CCDS4941.1	PAQR8	85315	Public	CDS uses downstream AUG
CCDS5020.3	GABRR2	2570	Public	CDS uses downstream AUG
CCDS5060.2	SCML4	256380	Public	Inferred exon combination
CCDS5071.1	CEP57L1	285753	Public	CDS uses downstream AUG
CCDS5350.1	DAGLB	221955	Public	CDS uses downstream AUG
CCDS5355.1	C1GALT1	56913	Public	CDS uses downstream AUG
CCDS5453.1	SFRP4	6424	Public	CDS uses downstream AUG
CCDS5454.2	EPDR1	54749	Public	CDS uses downstream AUG
CCDS5640.1	PON2	5445	Public	CDS uses downstream AUG
CCDS5722.1	ORAI2	80228	Public	CDS uses downstream AUG
CCDS5841.1	FAM180A	389558	Public	Nonsense-mediated decay (NMD) candidate
CCDS5925.2	WDR86	349136	Public	Inferred exon combination
CCDS5942.1	SHH	6469	Public	CDS uses downstream AUG
CCDS5964.1	SPAG11B	10407	Public	CDS uses downstream AUG
CCDS5965.1	SPAG11B	10407	Public	CDS uses downstream AUG
CCDS5966.1	SPAG11B	10407	Public	CDS uses downstream AUG
CCDS5967.1	SPAG11B	10407	Public	CDS uses downstream AUG
CCDS6037.1	TNFRSF10C	8794	Public	CDS uses downstream AUG
CCDS6077.1	RBPMS	11030	Public	Nonsense-mediated decay (NMD) candidate
CCDS6326.1	TNFRSF11B	4982	Public	CDS uses downstream AUG
CCDS6359.2	MYC	4609	Public	Non-AUG initiation codon
CCDS6385.2	LY6K	54742	Public	CDS uses downstream AUG
CCDS6397.1	ZFP41	286128	Public	Nonsense-mediated decay (NMD) candidate
CCDS6491.3	DENND4C	55667	Public	Inferred exon combination
CCDS6511.2	CDKN2A	1029	Public	CDS uses downstream AUG
CCDS6511.2	CDKN2A	1029	Public	Nonsense-mediated decay (NMD) candidate
CCDS6547.1	UBAP2	55833	Public	Inferred exon combination
CCDS6659.1	PSAT1	29968	Public	CDS uses downstream AUG
CCDS6660.1	PSAT1	29968	Public	CDS uses downstream AUG
CCDS6694.1	IARS	3376	Public	CDS uses downstream AUG
CCDS6794.2	ALAD	210	Public	CDS uses downstream AUG
CCDS6920.1	PPP2R4	5524	Public	CDS uses downstream AUG
CCDS6933.1	ASS1	445	Public	CDS uses downstream AUG
CCDS6940.1	NUP214	8021	Public	CDS uses downstream AUG
CCDS6990.1	MRPS2	51116	Public	CDS uses downstream AUG
CCDS7074.1	IL15RA	3601	Public	CDS uses downstream AUG
CCDS7075.2	IL15RA	3601	Public	CDS uses downstream AUG
CCDS7097.1	PHYH	5264	Public	CDS uses downstream AUG
CCDS7193.1	ANKRD30A	91074	Public	Nonsense-mediated decay (NMD) candidate
CCDS7233.1	CHAT	1103	Public	CDS uses downstream AUG
CCDS7464.1	MMS19	64210	Public	CDS uses downstream AUG
CCDS7620.2	FGFR2	2263	Public	CDS uses downstream AUG
CCDS7630.1	HTRA1	5654	Public	CDS uses downstream AUG
CCDS7733.1	TSPAN32	10077	Public	CDS uses downstream AUG
CCDS7770.1	TPP1	1200	Public	CDS uses downstream AUG
CCDS7810.2	TEAD1	7003	Public	Non-AUG initiation codon
CCDS7878.2	WT1	7490	Public	Non-AUG initiation codon
CCDS7886.1	CD59	966	Public	CDS uses downstream AUG
CCDS7945.1	PTPRJ	5795	Public	CDS uses downstream AUG
CCDS7967.1	TMX2	51075	Public	CDS uses downstream AUG
CCDS8061.1	NUDT22	84304	Public	CDS uses downstream AUG
CCDS8093.1	VPS51	738	Public	CDS uses downstream AUG
CCDS8141.1	DPP3	10072	Public	CDS uses downstream AUG
CCDS8212.1	FOLR2	2350	Public	CDS uses downstream AUG
CCDS8279.1	FZD4	8322	Public	CDS uses downstream AUG
CCDS8421.1	MFRP	83552	Public	Nonsense-mediated decay (NMD) candidate
CCDS8494.2	JAM3	83700	Public	CDS uses downstream AUG
CCDS8534.1	KCNA6	3742	Public	Nonsense-mediated decay (NMD) candidate
CCDS8646.1	BCL2L14	79370	Public	Nonsense-mediated decay (NMD) candidate
CCDS8693.1	ABCC9	10060	Public	Inferred exon combination
CCDS8694.1	ABCC9	10060	Public	Inferred exon combination
CCDS8728.1	DNM1L	10059	Public	CDS uses downstream AUG
CCDS8729.1	DNM1L	10059	Public	CDS uses downstream AUG
CCDS8730.1	DNM1L	10059	Public	CDS uses downstream AUG
CCDS8743.1	PUS7L	83448	Public	CDS uses downstream AUG
CCDS8793.1	AQP5	362	Public	CDS uses downstream AUG
CCDS8800.1	COX14	84987	Public	CDS uses downstream AUG
CCDS8897.1	PMEL	6490	Public	CDS uses downstream AUG
CCDS8965.1	AVPR1A	552	Public	CDS uses downstream AUG
CCDS8976.1	HELB	92797	Public	Nonsense-mediated decay (NMD) candidate
CCDS9181.1	HRK	8739	Public	Nonsense-mediated decay (NMD) candidate
CCDS9183.3	TESC	54997	Public	CDS uses downstream AUG
CCDS9228.1	DIABLO	56616	Public	CDS uses downstream AUG
CCDS9229.1	DIABLO	56616	Public	CDS uses downstream AUG
CCDS9243.2	MPHOSPH9	10198	Public	Inferred exon combination
CCDS9300.2	SACS	26278	Public	Inferred exon combination
CCDS9370.1	COG6	57511	Public	CDS uses downstream AUG
CCDS9437.1	LECT1	11061	Public	CDS uses downstream AUG
CCDS9528.1	F7	2155	Public	CDS uses downstream AUG
CCDS9529.1	F7	2155	Public	CDS uses downstream AUG
CCDS9585.1	CDH24	64403	Public	Nonsense-mediated decay (NMD) candidate
CCDS9586.1	CDH24	64403	Public	Nonsense-mediated decay (NMD) candidate
CCDS9763.1	MTHFD1	4522	Public	CDS uses downstream AUG
CCDS9778.1	FAM71D	161142	Public	Nonsense-mediated decay (NMD) candidate
CCDS9862.1	VIPAS39	63894	Public	CDS uses downstream AUG
CCDS9894.2	GPR68	8111	Public	CDS uses downstream AUG
CCDS9923.1	SERPINA10	51156	Public	CDS uses downstream AUG
CCDS10016.1	SNURF	8926	Public	Nonsense-mediated decay (NMD) candidate
CCDS10122.1	GATM	2628	Public	CDS uses downstream AUG
CCDS10240.1	SENP8	123228	Public	CDS uses downstream AUG
CCDS10291.1	RCN2	5955	Public	CDS uses downstream AUG
CCDS10305.1	CHRNA3	1136	Public	CDS uses downstream AUG
CCDS10405.1	AXIN1	8312	Public	CDS uses downstream AUG
CCDS10406.1	AXIN1	8312	Public	CDS uses downstream AUG
CCDS10545.1	DEXI	28955	Public	Nonsense-mediated decay (NMD) candidate
CCDS10553.2	SNX29	92017	Public	Inferred exon combination
CCDS10583.1	UMOD	7369	Public	CDS uses downstream AUG
CCDS10646.1	SPNS1	83985	Public	CDS uses downstream AUG
CCDS10648.1	SLX1B	79008	Public	CDS uses downstream AUG
CCDS10649.1	SLX1B	79008	Public	CDS uses downstream AUG
CCDS10678.3	SEPT1	1731	Public	Inferred exon combination
CCDS10780.1	CCL17	6361	Public	CDS uses downstream AUG
CCDS10805.2	TK2	7084	Public	CDS uses downstream AUG
CCDS11011.1	SERPINF2	5345	Public	CDS uses downstream AUG
CCDS11038.1	CAMKK1	84254	Public	CDS uses downstream AUG
CCDS11072.1	DHX33	56919	Public	CDS uses downstream AUG
CCDS11090.1	ACADVL	37	Public	CDS uses downstream AUG
CCDS11174.2	TTC19	54902	Public	CDS uses downstream AUG
CCDS11256.1	SLC6A4	6532	Public	CDS uses downstream AUG
CCDS11278.1	CCL7	6354	Public	CDS uses downstream AUG
CCDS11280.1	CCL8	6355	Public	CDS uses downstream AUG
CCDS11326.1	MRPL45	84311	Public	CDS uses downstream AUG
CCDS11376.1	KRT28	162605	Public	CDS uses downstream AUG
CCDS11420.1	KCNH4	23415	Public	Nonsense-mediated decay (NMD) candidate
CCDS11446.1	G6PC	2538	Public	CDS uses downstream AUG
CCDS11559.1	PDK2	5164	Public	CDS uses downstream AUG
CCDS11687.1	KCNJ16	3773	Public	CDS uses downstream AUG
CCDS11697.1	DNAI2	64446	Public	Nonsense-mediated decay (NMD) candidate
CCDS11700.1	CD300LB	124599	Reviewed, update pending	CDS uses downstream AUG
CCDS11702.1	CD300E	342510	Under review, update	CDS uses downstream AUG
CCDS11736.1	CDK3	1018	Public	CDS uses downstream AUG
CCDS11754.1	TK1	7083	Public	CDS uses downstream AUG
CCDS11881.1	CABYR	26256	Under review, withdrawal	Nonsense-mediated decay (NMD) candidate
CCDS11882.1	CABYR	26256	Under review, withdrawal	Nonsense-mediated decay (NMD) candidate
CCDS11903.1	RNF138	51444	Public	CDS uses downstream AUG
CCDS11904.1	RNF138	51444	Public	CDS uses downstream AUG
CCDS12036.1	POLRMT	5442	Public	CDS uses downstream AUG
CCDS12066.1	DAZAP1	26528	Public	Inferred exon combination
CCDS12206.1	ADAMTS10	81794	Public	Inferred exon combination
CCDS12470.1	UPK1A	11045	Public	CDS uses downstream AUG
CCDS12611.1	PSG3	5671	Public	CDS uses downstream AUG
CCDS12614.2	PSG11	5680	Public	CDS uses downstream AUG
CCDS12615.2	PSG11	5680	Public	CDS uses downstream AUG
CCDS12690.1	STRN4	29888	Public	Nonsense-mediated decay (NMD) candidate
CCDS12696.1	SAE1	10055	Public	CDS uses downstream AUG
CCDS12733.1	FUT1	2523	Public	CDS uses downstream AUG
CCDS12763.1	PTH2	113091	Public	CDS uses downstream AUG
CCDS12790.2	SIGLEC11	114132	Public	CDS uses downstream AUG
CCDS12815.1	KLK8	11202	Public	Inferred exon combination
CCDS12873.1	OSCAR	126014	Public	CDS uses downstream AUG
CCDS12874.1	OSCAR	126014	Public	CDS uses downstream AUG
CCDS12875.1	OSCAR	126014	Public	CDS uses downstream AUG
CCDS12876.1	OSCAR	126014	Public	CDS uses downstream AUG
CCDS12886.1	LILRB2	10288	Public	CDS uses downstream AUG
CCDS12901.1	LILRA1	11024	Public	CDS uses downstream AUG
CCDS12902.1	LILRB4	11006	Public	CDS uses downstream AUG
CCDS13165.2	CST7	8530	Public	CDS uses downstream AUG
CCDS13183.1	HM13	81502	Public	Nonsense-mediated decay (NMD) candidate
CCDS13449.2	MC3R	4159	Public	CDS uses downstream AUG
CCDS13471.1	GNAS	2778	Public	Nonsense-mediated decay (NMD) candidate
CCDS13636.1	KCNE1	3753	Public	CDS uses downstream AUG
CCDS13841.1	CRYBA4	1413	Public	CDS uses downstream AUG
CCDS14040.1	CYB5R3	1727	Public	CDS uses downstream AUG
CCDS14124.1	MXRA5	25878	Public	CDS uses downstream AUG
CCDS14134.2	GPR143	4935	Public	CDS uses downstream AUG
CCDS14173.1	AP1S2	8905	Public	CDS uses downstream AUG
CCDS14364.1	PFKFB1	5207	Public	CDS uses downstream AUG
CCDS14412.1	TAF1	6872	Public	Inferred exon combination
CCDS14420.1	HDAC8	55869	Public	CDS uses downstream AUG
CCDS14463.1	PCDH11X	27328	Public	CDS uses downstream AUG
CCDS14476.2	XKRX	402415	Public	CDS uses downstream AUG
CCDS14742.1	OPN1LW	5956	Public	CDS uses downstream AUG
CCDS14800.1	BPY2	9083	Public	Nonsense-mediated decay (NMD) candidate
CCDS30578.1	CA6	765	Public	CDS uses downstream AUG
CCDS30597.1	PRAMEF8	391002	Public	Inferred exon combination
CCDS30611.1	HSPB7	27129	Public	CDS uses downstream AUG
CCDS30797.1	CSF1	1435	Public	CDS uses downstream AUG
CCDS30982.1	NFASC	23114	Public	CDS uses downstream AUG
CCDS31013.1	PLXNA2	5362	Public	CDS uses downstream AUG
CCDS31177.1	C10orf68	79741	Public	Nonsense-mediated decay (NMD) candidate
CCDS31194.1	ANXA8	653145	Public	CDS uses downstream AUG
CCDS31220.1	NUDT13	25961	Public	Inferred exon combination
CCDS31235.1	CCSER2	54462	Public	Inferred exon combination
CCDS31258.2	TCTN3	26123	Public	CDS uses downstream AUG
CCDS31298.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS31428.1	EIF4G2	1982	Public	Non-AUG initiation codon
CCDS31724.1	GLB1L2	89944	Public	Nonsense-mediated decay (NMD) candidate
CCDS31729.1	TEAD4	7004	Public	Non-AUG initiation codon
CCDS31730.1	TEAD4	7004	Public	Non-AUG initiation codon
CCDS31780.2	TWF1	5756	Public	CDS uses downstream AUG
CCDS31804.1	ACVRL1	94	Public	CDS uses downstream AUG
CCDS31858.1	TBC1D15	64786	Public	CDS uses downstream AUG
CCDS32150.1	SERPINA3	12	Public	CDS uses downstream AUG
CCDS32238.1	ATP8B4	79895	Public	Inferred exon combination
CCDS32431.1	SLX1A	548593	Public	CDS uses downstream AUG
CCDS32432.1	SLX1A	548593	Public	CDS uses downstream AUG
CCDS32531.1	ITGAE	3682	Public	CDS uses downstream AUG
CCDS32905.1	FDX1L	112812	Public	CDS uses downstream AUG
CCDS33104.1	CACNG8	59283	Public	Non-AUG initiation codon
CCDS33282.2	PCDP1	200373	Public	Inferred exon combination
CCDS33337.1	TTN	7273	Public	Inferred exon combination
CCDS33339.1	ZNF385B	151126	Public	CDS uses downstream AUG
CCDS33358.1	MARS2	92935	Public	CDS uses downstream AUG
CCDS33375.1	PECR	55825	Public	CDS uses downstream AUG
CCDS33418.1	DUSP28	285193	Public	Nonsense-mediated decay (NMD) candidate
CCDS33460.1	HCK	3055	Public	Non-AUG initiation codon
CCDS33565.2	TFF3	7033	Public	CDS uses downstream AUG
CCDS33603.2	PI4KA	5297	Public	CDS uses downstream AUG
CCDS33646.1	DDX17	10521	Public	Non-AUG initiation codon
CCDS33647.1	NPTXR	23467	Public	Non-AUG initiation codon
CCDS33704.1	NUP210	23225	Public	Inferred exon combination
CCDS34059.1	FGF2	2247	Public	Non-AUG initiation codon
CCDS34146.2	C5orf42	65250	Public	Inferred exon combination
CCDS34333.1	RPP40	10799	Public	Inferred exon combination
CCDS34349.1	HIST1H1T	3010	Public	CDS uses downstream AUG
CCDS34457.1	VEGFA	7422	Public	Non-AUG initiation codon
CCDS34458.1	VEGFA	7422	Public	Non-AUG initiation codon
CCDS34494.2	KIAA1009	22832	Public	Inferred exon combination
CCDS34737.1	MDFIC	29969	Public	Non-AUG initiation codon
CCDS34875.1	RBPMS	11030	Public	Nonsense-mediated decay (NMD) candidate
CCDS34950.1	ARC	23237	Public	Nonsense-mediated decay (NMD) candidate
CCDS35004.1	BAG1	573	Public	Non-AUG initiation codon
CCDS35085.1	CYLC2	1539	Public	Nonsense-mediated decay (NMD) candidate
CCDS35210.1	SCML1	6322	Public	Inferred exon combination
CCDS35500.2	ZNF550	162972	Public	Nonsense-mediated decay (NMD) candidate
CCDS41254.1	PRAMEF12	390999	Public	Inferred exon combination
CCDS41257.1	PRAMEF13	400736	Public	Inferred exon combination
CCDS41258.1	PRAMEF18	391003	Public	Inferred exon combination
CCDS41282.1	SEPN1	57190	Public	Contains selenocysteine
CCDS41283.1	SEPN1	57190	Public	Contains selenocysteine
CCDS41289.1	TRNP1	388610	Public	Nonsense-mediated decay (NMD) candidate
CCDS41290.1	THEMIS2	9473	Public	Inferred exon combination
CCDS41295.1	RCC1	1104	Public	CDS uses downstream AUG
CCDS41332.3	OSBPL9	114883	Public	CDS uses downstream AUG
CCDS41333.2	OSBPL9	114883	Public	CDS uses downstream AUG
CCDS41339.1	DIO1	1733	Public	Contains selenocysteine
CCDS41340.1	DIO1	1733	Public	Contains selenocysteine
CCDS41532.1	JMJD1C	221037	Public	Inferred exon combination
CCDS41618.1	EIF4G2	1982	Public	Non-AUG initiation codon
CCDS41815.1	NAV3	89795	Public	Inferred exon combination
CCDS41859.1	TMEM132B	114795	Public	Inferred exon combination
CCDS41905.1	DAOA	267012	Public	Nonsense-mediated decay (NMD) candidate
CCDS41964.1	GPX2	2877	Public	Contains selenocysteine
CCDS41965.1	MAX	4149	Public	Nonsense-mediated decay (NMD) candidate
CCDS41992.2	DIO3	1735	Public	Contains selenocysteine
CCDS42100.1	MSRB1	51734	Public	Contains selenocysteine
CCDS42102.1	NPW	283869	Public	Non-AUG initiation codon
CCDS42116.2	C16orf89	146556	Public	CDS uses downstream AUG
CCDS42150.1	SEPHS2	22928	Public	Contains selenocysteine
CCDS42174.3	CES4A	283848	Public	CDS uses downstream AUG
CCDS42176.1	NOL3	8996	Public	CDS uses downstream AUG
CCDS42238.1	MYBBP1A	10514	Public	Inferred exon combination
CCDS42249.1	ACADVL	37	Public	CDS uses downstream AUG
CCDS42265.1	TBC1D26	353149	Public	Nonsense-mediated decay (NMD) candidate
CCDS42364.2	C17orf67	339210	Under review, update	CDS uses downstream AUG
CCDS42382.1	PRCD	768206	Public	Nonsense-mediated decay (NMD) candidate
CCDS42457.1	GPX4	2879	Public	Contains selenocysteine
CCDS42493.1	ANGPTL4	51129	Public	Inferred exon combination
CCDS42564.1	MAP4K1	11184	Public	Inferred exon combination
CCDS42575.1	BCAM	4059	Public	Nonsense-mediated decay (NMD) candidate
CCDS42581.1	STRN4	29888	Public	Nonsense-mediated decay (NMD) candidate
CCDS42610.1	LILRA6	79168	Public	Inferred exon combination
CCDS42612.1	LILRB2	10288	Public	CDS uses downstream AUG
CCDS42614.1	LILRB1	10859	Public	CDS uses downstream AUG
CCDS42615.1	LILRB1	10859	Public	CDS uses downstream AUG
CCDS42616.1	LILRB1	10859	Public	CDS uses downstream AUG
CCDS42617.1	LILRB1	10859	Public	CDS uses downstream AUG
CCDS42618.1	LILRB4	11006	Public	CDS uses downstream AUG
CCDS42630.1	COX6B2	125965	Public	Nonsense-mediated decay (NMD) candidate
CCDS42642.1	ZNF418	147686	Public	Nonsense-mediated decay (NMD) candidate
CCDS42981.1	TXNRD2	10587	Public	Contains selenocysteine
CCDS42981.1	TXNRD2	10587	Public	Nonsense-mediated decay (NMD) candidate
CCDS43003.1	SELM	140606	Public	Contains selenocysteine
CCDS43034.1	SELO	83642	Public	Contains selenocysteine
CCDS43091.1	GPX1	2876	Public	Contains selenocysteine
CCDS43136.1	NR1I2	8856	Public	Non-AUG initiation codon
CCDS43311.1	SEPP1	6414	Public	Contains selenocysteine
CCDS43353.1	FAM170A	340069	Public	Nonsense-mediated decay (NMD) candidate
CCDS43376.1	HMHB1	57824	Public	Non-AUG initiation codon
CCDS43389.1	GPX3	2878	Public	Contains selenocysteine
CCDS43419.1	C6orf201	404220	Public	Nonsense-mediated decay (NMD) candidate
CCDS43432.1	GPX6	257202	Public	Contains selenocysteine
CCDS43467.2	RUNX2	860	Public	CDS uses downstream AUG
CCDS43467.2	RUNX2	860	Public	Inferred exon combination
CCDS43468.2	RUNX2	860	Public	CDS uses downstream AUG
CCDS43468.2	RUNX2	860	Public	Inferred exon combination
CCDS43493.2	HDAC2	3066	Public	CDS uses downstream AUG
CCDS43501.1	TBC1D32	221322	Public	Inferred exon combination
CCDS43505.1	SOGA3	387104	Public	Nonsense-mediated decay (NMD) candidate
CCDS43622.1	PILRB	29990	Public	CDS uses downstream AUG
CCDS43627.1	POLR2J2	246721	Public	Nonsense-mediated decay (NMD) candidate
CCDS43700.1	SPAG11A	653423	Public	CDS uses downstream AUG
CCDS43828.1	ANKRD20A4	728747	Public	Inferred exon combination
CCDS43896.1	CEL	1056	Public	Inferred exon combination
CCDS43955.2	XAGE1C	653048	Public	CDS uses downstream AUG
CCDS43956.2	XAGE1D	9503	Public	CDS uses downstream AUG
CCDS44029.1	BPY2B	442867	Public	Nonsense-mediated decay (NMD) candidate
CCDS44030.1	BPY2C	442868	Public	Nonsense-mediated decay (NMD) candidate
CCDS44145.1	OSBPL9	114883	Public	CDS uses downstream AUG
CCDS44240.1	PKLR	5313	Public	CDS uses downstream AUG
CCDS44257.1	TSTD1	100131187	Public	CDS uses downstream AUG
CCDS44258.1	TSTD1	100131187	Public	CDS uses downstream AUG
CCDS44308.1	CR1	1378	Public	CDS uses downstream AUG
CCDS44309.1	CR1	1378	Public	CDS uses downstream AUG
CCDS44388.2	DRGX	644168	Public	Inferred exon combination
CCDS44429.1	CDH23	64072	Public	CDS uses downstream AUG
CCDS44461.1	TCTN3	26123	Public	CDS uses downstream AUG
CCDS44485.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS44486.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS44487.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS44488.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS44489.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS44494.1	JAKMIP3	282973	Public	Inferred exon combination
CCDS44494.1	JAKMIP3	282973	Public	Nonsense-mediated decay (NMD) candidate
CCDS44539.1	MRVI1	10335	Public	Non-AUG initiation codon
CCDS44556.1	MUC15	143662	Public	CDS uses downstream AUG
CCDS44557.1	MUC15	143662	Public	CDS uses downstream AUG
CCDS44561.1	WT1	7490	Public	Non-AUG initiation codon
CCDS44562.1	WT1	7490	Public	Non-AUG initiation codon
CCDS44596.1	PTPRJ	5795	Public	CDS uses downstream AUG
CCDS44601.1	TMX2	51075	Public	CDS uses downstream AUG
CCDS44602.1	C11orf31	280636	Public	Contains selenocysteine
CCDS44629.1	NXF1	10482	Public	Nonsense-mediated decay (NMD) candidate
CCDS44640.1	NUDT22	84304	Public	CDS uses downstream AUG
CCDS44670.1	PDE2A	5138	Public	Inferred exon combination
CCDS44821.1	PTPN6	5777	Public	Nonsense-mediated decay (NMD) candidate
CCDS44873.1	KMT2D	8085	Public	Inferred exon combination
CCDS45019.1	GTF3A	2971	Public	Non-AUG initiation codon
CCDS45042.1	COG6	57511	Public	CDS uses downstream AUG
CCDS45051.1	LECT1	11061	Public	CDS uses downstream AUG
CCDS45098.3	MDGA2	161357	Public	CDS uses downstream AUG
CCDS45133.1	DPF3	8110	Public	Nonsense-mediated decay (NMD) candidate
CCDS45146.1	DIO2	1734	Public	Contains selenocysteine
CCDS45315.1	SH2D7	646892	Public	Inferred exon combination
CCDS45325.1	GOLGA6L10	647042	Public	Inferred exon combination
CCDS45396.1	NAA60	79903	Public	Nonsense-mediated decay (NMD) candidate
CCDS45404.2	C16orf89	146556	Public	CDS uses downstream AUG
CCDS45417.2	SHISA9	729993	Public	CDS uses downstream AUG
CCDS45418.2	SHISA9	729993	Public	CDS uses downstream AUG
CCDS45524.1	HP	3240	Public	CDS uses downstream AUG
CCDS45525.1	HP	3240	Public	CDS uses downstream AUG
CCDS45537.1	USP10	9100	Public	CDS uses downstream AUG
CCDS45605.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS45606.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS45619.1	CDRT1	374286	Public	Inferred exon combination
CCDS45743.1	SEPT4	5414	Public	Nonsense-mediated decay (NMD) candidate
CCDS45821.1	ENOSF1	55556	Public	Nonsense-mediated decay (NMD) candidate
CCDS46020.1	CERS1	10715	Under review, withdrawal	Nonsense-mediated decay (NMD) candidate
CCDS46085.1	C19orf69	100170765	Under review, withdrawal	Inferred exon combination
CCDS46133.2	ZNF541	84215	Public	Inferred exon combination
