"chrom","chromStart","chromEnd","strand","name"
"1",6225080,6235911,"-","ICMT"
"1",6244366,6245507,"+","HES3"
"1",6249338,6254905,"-","GPR153"
"1",6264597,6358845,"-","ACOT7"
"1",6264597,6360652,"-","ACOT7"
"1",6264597,6385666,"-","ACOT7"
"1",6264597,6393399,"-","ACOT7"
"1",6418873,6419820,"-","HES2"
"1",6424956,6460146,"+","ESPN"
"1",6461434,6466107,"-","TNFRSF25"
"1",6467563,6477571,"-","PLEKHG5"
"1",6467563,6485443,"-","PLEKHG5"
"1",6467563,6497031,"-","PLEKHG5"
"1",6467563,6497323,"-","PLEKHG5"
"1",6467563,6519511,"-","PLEKHG5"
"1",6467843,6477571,"-","PLEKHG5"
"1",6525854,6554502,"-","NOL9"
"1",6555374,6579584,"+","TAS1R1"
"1",6580610,6589212,"+","ZBTB48"
"1",6593365,6602817,"-","KLHL21"
"1",6614067,6621637,"+","PHF13"
"1",6625219,6633077,"+","THAP3"
"1",6625219,6634088,"+","THAP3"
"1",6635675,6701800,"-","DNAJC11"
"1",6785531,6871765,"+","CAMTA1"
"1",6785531,6887725,"+","CAMTA1"
"1",6785531,7766491,"+","CAMTA1"
"1",7771384,7779645,"+","VAMP3"
"1",7784878,7842755,"+","PER3"
"1",7847766,7853003,"-","UTS2"
"1",7847766,7853431,"-","UTS2"
"1",7920835,7939994,"-","TNFRSF9"
"1",7962786,7985054,"+","PARK7"
"1",8013210,8015619,"-","ERRFI1"
"1",8318109,8344013,"+","SLC45A1"
"1",8355087,8364133,"-","RERE"
"1",8355087,8656297,"-","RERE"
"1",8861360,8874908,"-","ENO1"
"1",8945887,8974444,"+","CA6"
"1",8945887,8974704,"+","CA6"
"1",9003300,9026345,"-","SLC2A7"
"1",9037586,9069536,"-","SLC2A5"
"1",9041621,9069536,"-","SLC2A5"
"1",9104419,9129027,"-","GPR157"
"1",9239996,9264869,"+","H6PD"
"1",9244935,9264869,"+","H6PD"
"1",9355892,9367575,"+","SPSB1"
"1",9539692,9582501,"+","SLC25A33"
"1",9588931,9602291,"+","TMEM201"
"1",9588931,9613083,"+","TMEM201"
"1",9710456,9727046,"+","PIK3CD"
"1",9730508,9823733,"-","CLSTN1"
"1",9850718,9872064,"-","CTNNBIP1"
"1",9930399,9936619,"-","LZIC"
"1",9972074,9981299,"+","NMNAT1"
"1",9972074,9982701,"+","NMNAT1"
"1",9997259,10015832,"+","RBP7"
"1",10033671,10179956,"+","UBE4B"
"1",10232329,10304647,"+","KIF1B"
"1",10232329,10376587,"+","KIF1B"
"1",10399118,10419749,"+","PGD"
"1",10430518,10442405,"+","CENPS"
"1",10430518,10451401,"+","CENPS-CORT"
"1",10430518,10451595,"+","CENPS-CORT"
"1",10431290,10451595,"+","CENPS-CORT"
"1",10450224,10451595,"+","CORT"
"1",10461490,10472458,"-","DFFA"
"1",10463034,10472458,"-","DFFA"
"1",10474967,10629987,"+","PEX14"
"1",10638942,10693889,"-","CASZ1"
"1",10647797,10693889,"-","CASZ1"
"1",10947663,10982037,"-","C1orf127"
"1",11013728,11022654,"+","TARDBP"
"1",11026885,11047207,"-","MASP2"
"1",11044940,11047207,"-","MASP2"
"1",11054865,11059943,"-","SRM"
"1",11066718,11099831,"-","EXOSC10"
"1",11107485,11259409,"-","MTOR"
"1",11189580,11195023,"+","ANGPTL7"
"1",11273532,11286131,"+","UBIAD1"
"1",11273532,11294883,"+","UBIAD1"
"1",11500993,11536686,"+","DISP3"
"1",11648694,11654340,"-","FBXO2"
"1",11655836,11661273,"+","FBXO44"
"1",11655836,11661305,"+","FBXO44"
"1",11668659,11673851,"+","FBXO6"
"1",11674775,11680601,"-","MAD2L2"
"1",11706259,11719696,"+","DRAXIN"
"1",11736209,11748593,"+","AGTRAP"
"1",11736209,11750104,"+","AGTRAP"
"1",11736209,11750192,"+","AGTRAP"
"1",11790680,11803116,"-","MTHFR"
"1",11790680,11803514,"-","MTHFR"
"1",11806263,11840223,"+","CLCN6"
"1",11846009,11847684,"-","NPPA"
"1",11857655,11858833,"-","NPPB"
"1",11920315,11926237,"-","KIAA2013"
"1",11934780,11974808,"+","PLOD1"
"1",11989169,12011565,"+","MFN2"
"1",12021727,12031808,"+","MIIP"
"1",12063599,12142531,"+","TNFRSF8"
"1",12104444,12142531,"+","TNFRSF8"
"1",12167092,12207020,"+","TNFRSF1B"
"1",12234267,12509024,"+","VPS13D"
"1",12568340,12617348,"-","DHRS3"
"1",12644547,12666735,"+","AADACL4"
"1",12716177,12725996,"+","AADACL3"
"1",12746431,12760951,"+","C1orf158"
"1",12774868,12777599,"+","PRAMEF12"
"1",12793228,12795996,"+","PRAMEF1"
"1",12824942,12828789,"-","PRAMEF11"
"1",12847408,12848289,"-","HNRNPCL1"
"1",12859010,12861779,"+","PRAMEF2"
"1",12879544,12883394,"-","PRAMEF4"
"1",12892916,12895847,"-","PRAMEF10"
"1",12917693,12920413,"+","PRAMEF7"
"1",12938675,12942518,"-","PRAMEF6"
"1",13049808,13053659,"-","PRAMEF27"
"1",13061325,13062206,"+","HNRNPCL3"
"1",13073694,13077552,"+","PRAMEF25"
"1",13115519,13116400,"-","HNRNPCL2"
"1",13149237,13153095,"-","PRAMEF26"
"1",13164586,13165467,"-","HNRNPCL4"
"1",13175281,13179132,"+","PRAMEF9"
"1",13196823,13199589,"-","PRAMEF13"
"1",13223332,13226106,"-","PRAMEF18"
"1",13259269,13263111,"+","PRAMEF5"
"1",13281371,13284091,"-","PRAMEF8"
"1",13305955,13308887,"+","PRAMEF33"
"1",13318408,13322264,"+","PRAMEF15"
"1",13342528,13345314,"-","PRAMEF14"
"1",13389658,13392502,"+","PRAMEF17"
"1",13416355,13421258,"+","PRAMEF20"
"1",13475846,13513593,"-","LRRC38"
"1",13583806,13615911,"+","PDPN"
"1",13607232,13615911,"+","PDPN"
"1",13715606,13786527,"+","PRDM2"
"1",13715606,13816547,"+","PRDM2"
"1",13715606,13823184,"+","PRDM2"
"1",13773170,13786527,"+","PRDM2"
"1",14598998,15065797,"+","KAZN"
"1",14598998,15114635,"+","KAZN"
"1",14924365,15065797,"+","KAZN"
"1",14960740,15065797,"+","KAZN"
"1",15215088,15219393,"+","TMEM51"
"1",15215088,15219743,"+","TMEM51"
"1",15409972,15428724,"+","EFHD2"
"1",15438465,15446589,"+","CTRC"
"1",15456754,15472007,"+","CELA2A"
"1",15476126,15491312,"+","CELA2B"
"1",15492943,15518278,"-","CASP9"
"1",15492943,15524200,"-","CASP9"
"1",15529106,15568177,"+","DNAJC16"
"1",15548342,15568177,"+","DNAJC16"
"1",15573651,15584967,"-","AGMAT"
"1",15617671,15656633,"+","DDI2"
"1",15659869,15661722,"+","RSC1A1"
"1",15684559,15733934,"+","PLEKHM2"
"1",15736486,15739406,"+","SLC25A34"
"1",15742560,15747632,"+","TMEM82"
"1",15764984,15775031,"+","FBLIM1"
"1",15764984,15784661,"+","FBLIM1"
"1",15807374,15807649,"-","UQCRHL"
"1",15848068,15939427,"+","SPEN"
"1",15941969,15947060,"-","ZBTB17"
"1",15941969,15948495,"-","ZBTB17"
"1",16004304,16006346,"+","SRARP"
"1",16015580,16017963,"-","HSPB7"
"1",16015580,16019469,"-","HSPB7"
"1",16022620,16033658,"+","CLCNKA"
"1",16044493,16056916,"+","CLCNKB"
"1",16048972,16056916,"+","CLCNKB"
"1",16058437,16073442,"-","FAM131C"
"1",16125215,16155932,"-","EPHA2"
"1",16198587,16209054,"-","ARHGEF19"
"1",16232048,16236742,"-","CPLANE2"
"1",16250670,16315418,"-","FBXO42"
"1",16367258,16395140,"+","SZRD1"
"1",16398765,16410852,"-","SPATA21"
"1",16398765,16431371,"-","SPATA21"
"1",16440762,16458890,"+","NECAP2"
"1",16440762,16458996,"+","NECAP2"
"1",16922019,16972446,"+","CROCC"
"1",16974920,16978273,"-","MFAP2"
"1",16985985,17011738,"-","ATP13A2"
"1",16986221,17011738,"-","ATP13A2"
"1",17018881,17054019,"-","SDHB"
"1",17069044,17119371,"-","PADI2"
"1",17205218,17244243,"+","PADI1"
"1",17249138,17283079,"+","PADI3"
"1",17308223,17363755,"+","PADI4"
"1",17372246,17401438,"+","PADI6"
"1",17409090,17438514,"-","RCC2"
"1",17580596,17697380,"+","ARHGEF10L"
"1",17823009,17826519,"+","ACTL8"
"1",18108129,18378326,"+","IGSF21"
"1",18480982,18483315,"+","KLHDC7A"
"1",18631604,18736039,"+","PAX7"
"1",18631604,18744929,"+","PAX7"
"1",18839599,18859660,"-","TAS1R2"
"1",18872845,18889430,"-","ALDH4A1"
"1",18872845,18902523,"-","ALDH4A1"
"1",18908561,18956332,"-","IFFO2"
"1",19074832,19210248,"-","UBR4"
"1",19219303,19251509,"-","EMC1"
"1",19251836,19258830,"+","MRTO4"
"1",19267300,19274074,"-","AKR7L"
"1",19282731,19288709,"-","AKR7A3"
"1",19304225,19312124,"-","AKR7A2"
"1",19317678,19328643,"+","PQLC2"
"1",19324664,19328643,"+","PQLC2"
"1",19339530,19484279,"-","CAPZB"
"1",19339530,19485438,"-","CAPZB"
"1",19339567,19448914,"-","CAPZB"
"1",19342762,19485438,"-","CAPZB"
"1",19597046,19626401,"+","MINOS1"
"1",19643312,19657129,"+","NBL1"
"1",19645951,19657129,"+","NBL1"
"1",19655031,19657129,"+","NBL1"
"1",19665754,19679368,"+","HTR6"
"1",19683040,19780758,"-","TMCO4"
"1",19814418,19815101,"-","RNF186"
"1",19882514,19907746,"+","OTUD3"
"1",19920307,19923559,"-","PLA2G2E"
"1",19975701,19978773,"-","PLA2G2A"
"1",20084831,20090692,"+","PLA2G5"
"1",20114114,20119498,"-","PLA2G2D"
"1",20114256,20119498,"-","PLA2G2D"
"1",20139428,20148401,"+","PLA2G2F"
"1",20190562,20191404,"+","UBXN10"
"1",20483649,20485379,"-","CAMK2N1"
"1",20500690,20508024,"-","MUL1"
"1",20552974,20553963,"+","FAM43B"
"1",20589130,20618568,"+","CDA"
"1",20633549,20650691,"+","PINK1"
"1",20652379,20661401,"-","DDOST"
"1",20664584,20715570,"-","KIF17"
"1",20664584,20717706,"-","KIF17"
"1",20721792,20726057,"-","SH2D5"
"1",20721792,20728044,"-","SH2D5"
"1",20744797,20780440,"-","HP1BP3"
"1",20807319,21002742,"-","EIF4G3"
"1",20941376,21002742,"-","EIF4G3"
"1",21219955,21279434,"-","ECE1"
"1",21219955,21290198,"-","ECE1"
"1",21219955,21290414,"-","ECE1"
"1",21219955,21345378,"-","ECE1"
"1",21445087,21483386,"+","NBPF3"
"1",21468723,21483386,"+","NBPF3"
"1",21554082,21577648,"+","ALPL"
"1",21560680,21577648,"+","ALPL"
"1",21560730,21577648,"+","ALPL"
"1",21597720,21620032,"-","RAP1GAP"
"1",21597720,21651822,"-","RAP1GAP"
"1",21679417,21782957,"-","USP48"
"1",21728562,21782957,"-","USP48"
"1",21812452,21822215,"+","LDLRAD2"
"1",21823316,21937217,"-","HSPG2"
"1",21977040,21989279,"+","CELA3B"
"1",22001675,22012467,"+","CELA3A"
"1",22078479,22090032,"+","CDC42"
"1",22078479,22091517,"+","CDC42"
"1",22120050,22142922,"-","WNT4"
"1",22489949,22526396,"+","ZBTB40"
"1",22563636,22589379,"+","EPHA8"
"1",22563636,22601741,"+","EPHA8"
"1",22637617,22639407,"+","C1QA"
"1",22644024,22647783,"+","C1QC"
"1",22659457,22661386,"+","C1QB"
"1",22710983,22913570,"+","EPHB2"
"1",22710983,22913870,"+","EPHB2"
"1",23010901,23015773,"-","TEX46"
"1",23019597,23083364,"+","KDM1A"
"1",23088895,23094261,"-","LUZP1"
"1",23193086,23194219,"-","HTR1D"
"1",23310454,23337834,"-","HNRNPR"
"1",23310454,23341008,"-","HNRNPR"
"1",23361969,23368005,"-","ZNF436"
"1",23381466,23424633,"-","TCEA3"
"1",23429856,23484133,"-","ASAP3"
"1",23509880,23530793,"-","E2F2"
"1",23558960,23559426,"-","ID3"
"1",23691824,23696373,"+","RPL11"
"1",23743426,23759573,"+","ELOA"
"1",23778516,23787376,"+","PITHD1"
"1",23792683,23794732,"+","LYPLA2"
"1",23795949,23799007,"-","GALE"
"1",23802463,23825415,"-","HMGCL"
"1",23845715,23868286,"-","FUCA1"
"1",23874535,23875617,"-","CNR2"
"1",23961458,23961877,"+","PNRC2"
"1",23967663,23980255,"-","SRSF10"
"1",23967926,23980255,"-","SRSF10"
"1",23971142,23980255,"-","SRSF10"
"1",24057364,24108636,"-","MYOM3"
"1",24120805,24143082,"-","IL22RA1"
"1",24157130,24187248,"-","IFNLR1"
"1",24157827,24187248,"-","IFNLR1"
"1",24319552,24354488,"+","GRHL3"
"1",24319552,24364371,"+","GRHL3"
"1",24323086,24354488,"+","GRHL3"
"1",24331547,24354488,"+","GRHL3"
"1",24358543,24401366,"-","STPG1"
"1",24358543,24401388,"-","STPG1"
"1",24419548,24454097,"+","NIPAL3"
"1",24419548,24466089,"+","NIPAL3"
"1",24419548,24469185,"+","NIPAL3"
"1",24442139,24469185,"+","NIPAL3"
"1",24514373,24535245,"+","RCAN3"
"1",24514373,24535277,"+","RCAN3"
"1",24533089,24535277,"+","RCAN3"
"1",24595431,24605747,"+","NCMAP"
"1",24643327,24672286,"+","SRRM1"
"1",24745554,24840937,"+","CLIC4"
"1",24902122,24929868,"-","RUNX3"
"1",24902122,24964571,"-","RUNX3"
"1",25223266,25232467,"-","SYF2"
"1",25242589,25246963,"-","RSRP1"
"1",25272548,25317052,"+","RHD"
"1",25272548,25328924,"+","RHD"
"1",25272548,25329015,"+","RHD"
"1",25272548,25329136,"+","RHD"
"1",25340487,25360705,"+","TMEM50A"
"1",25362527,25420786,"-","RHCE"
"1",25370495,25420786,"-","RHCE"
"1",25431099,25498466,"+","MACO1"
"1",25543699,25566992,"+","LDLRAP1"
"1",25617798,25783789,"+","MAN1C1"
"1",25800231,25815718,"+","SELENON"
"1",25823105,25829784,"+","MTFR1L"
"1",25823105,25832026,"+","MTFR1L"
"1",25832088,25859357,"-","AUNIP"
"1",25834993,25859357,"-","AUNIP"
"1",25862799,25863839,"-","PAQR7"
"1",25885723,25904676,"-","STMN1"
"1",25901016,25904676,"-","STMN1"
"1",25961989,25990816,"-","PAFAH2"
"1",26022647,26035347,"+","EXTL1"
"1",26039160,26045896,"-","SLC30A2"
"1",26051873,26067494,"-","TRIM63"
"1",26114309,26122577,"+","PDIK1L"
"1",26161292,26162107,"+","FAM110D"
"1",26169984,26170716,"+","ZNF593"
"1",26177548,26189548,"+","CNKSR1"
"1",26183750,26189548,"+","CNKSR1"
"1",26190628,26202542,"+","CATSPER4"
"1",26239784,26277293,"+","CEP85"
"1",26280156,26281123,"+","SH3BGRL3"
"1",26282299,26302883,"-","UBXN11"
"1",26318018,26320302,"+","CD52"
"1",26361651,26368571,"-","ZNF683"
"1",26410892,26426458,"+","LIN28A"
"1",26432946,26469131,"+","DHDDS"
"1",26472613,26475148,"+","HMGN2"
"1",26529921,26574201,"+","RPS6KA1"
"1",26543162,26574201,"+","RPS6KA1"
"1",26545901,26574201,"+","RPS6KA1"
"1",26696404,26780756,"+","ARID1A"
"1",26790816,26797844,"+","PIGV"
"1",26826805,26853843,"+","ZDHHC18"
"1",26863213,26863959,"+","SFN"
"1",26879677,26890096,"-","GPN2"
"1",26891010,26900442,"-","GPATCH3"
"1",26911845,26913940,"-","NR0B2"
"1",26921849,26946181,"+","NUDC"
"1",26950069,26952380,"-","KDF1"
"1",26993787,26994470,"+","TRNP1"
"1",27005944,27012670,"-","TENT5B"
"1",27100307,27154334,"-","SLC9A1"
"1",27261055,27306383,"+","WDTC1"
"1",27322198,27335466,"+","TMEM222"
"1",27345335,27353852,"+","SYTL1"
"1",27355391,27366597,"-","MAP3K6"
"1",27369236,27374818,"-","FCN3"
"1",27379503,27383239,"-","CD164L2"
"1",27380047,27383239,"-","CD164L2"
"1",27393799,27394791,"+","GPR3"
"1",27408189,27428890,"-","WASF2"
"1",27408325,27428890,"-","WASF2"
"1",27547304,27552115,"-","AHDC1"
"1",27612914,27623916,"-","FGR"
"1",27666381,27669314,"-","IFI6"
"1",27726081,27760581,"+","FAM76A"
"1",27773308,27822329,"+","STX12"
"1",27830836,27850446,"+","PPP1R8"
"1",27841169,27850446,"+","PPP1R8"
"1",27847063,27850446,"+","PPP1R8"
"1",27872572,27885431,"+","THEMIS2"
"1",27872572,27885922,"+","THEMIS2"
"1",27892163,27914443,"-","RPA2"
"1",27892163,27914660,"-","RPA2"
"1",27935184,27956199,"+","SMPDL3B"
"1",27935184,27958838,"+","SMPDL3B"
"1",27960070,27967200,"+","XKR8"
"1",27974466,28038903,"-","EYA3"
"1",27974466,28058026,"-","EYA3"
"1",27977282,28058026,"-","EYA3"
"1",28149993,28151021,"-","PTAFR"
"1",28201248,28232998,"-","DNAJC8"
"1",28236184,28236456,"+","ATP5IF1"
"1",28236184,28237797,"+","ATP5IF1"
"1",28236184,28237978,"+","ATP5IF1"
"1",28259848,28280802,"+","SESN2"
"1",28330663,28334970,"+","MED18"
"1",28407448,28496549,"+","PHACTR4"
"1",28438385,28496549,"+","PHACTR4"
"1",28529867,28538007,"+","RCC1"
"1",28553111,28577636,"+","TRNAU1AP"
"1",28592512,28594117,"+","RAB42"
"1",28593800,28594117,"+","RAB42"
"1",28603539,28622081,"-","TAF12"
"1",28683613,28714773,"+","GMEB1"
"1",28737121,28768952,"+","YTHDF2"
"1",28742421,28768952,"+","YTHDF2"
"1",28812384,28863283,"+","OPRD1"
"1",28987438,29065179,"+","EPB41"
"1",28987438,29115797,"+","EPB41"
"1",28993489,29115797,"+","EPB41"
"1",29120905,29121828,"-","TMEM200B"
"1",29148410,29181752,"-","SRSF4"
"1",29194022,29216633,"-","MECR"
"1",29194022,29230906,"-","MECR"
"1",29236645,29325661,"+","PTPRU"
"1",30713582,30723551,"-","MATN1"
"1",30733828,30757745,"-","LAPTM5"
"1",30873211,30908586,"-","SDC3"
"1",30933211,31059566,"-","PUM1"
"1",31181703,31239547,"-","NKAIN1"
"1",31260072,31296751,"-","SNRNP40"
"1",31297082,31364193,"+","ZCCHC17"
"1",31310099,31364054,"+","ZCCHC17"
"1",31310099,31364193,"+","ZCCHC17"
"1",31318195,31364193,"+","ZCCHC17"
"1",31318195,31364221,"+","ZCCHC17"
"1",31319115,31364193,"+","ZCCHC17"
"1",31319128,31364193,"+","ZCCHC17"
"1",31365886,31373014,"-","FABP3"
"1",31409838,31434199,"+","SERINC2"
"1",31410385,31434199,"+","SERINC2"
"1",31413266,31434199,"+","SERINC2"
"1",31414014,31434199,"+","SERINC2"
"1",31577149,31586979,"+","TINAGL1"
"1",31579209,31586979,"+","TINAGL1"
"1",31619193,31626980,"+","HCRTR1"
"1",31630613,31644864,"-","PEF1"
"1",31652651,31702193,"-","COL16A1"
"1",31727420,31757221,"-","ADGRB2"
"1",31790603,31800521,"-","SPOCD1"
"1",31790603,31815333,"-","SPOCD1"
"1",31908852,31919065,"-","PTP4A2"
"1",32013996,32042624,"+","KHDRBS1"
"1",32073048,32102673,"+","TMEM39B"
"1",32108131,32170894,"+","KPNA6"
"1",32180346,32195195,"+","TXLNA"
"1",32201936,32204798,"+","CCDC28B"
"1",32201936,32205248,"+","CCDC28B"
"1",32205682,32208082,"+","IQCC"
"1",32209094,32215897,"+","DCDC2B"
"1",32216853,32222322,"-","TMEM234"
"1",32222442,32231196,"+","EIF3I"
"1",32247422,32248601,"+","FAM167B"
"1",32274330,32285716,"+","LCK"
"1",32292170,32333044,"+","HDAC1"
"1",32334597,32336033,"-","MARCKSL1"
"1",32361433,32362091,"-","FAM229A"
"1",32362702,32364256,"+","TSSK3"
"1",32366622,32394414,"-","BSDC1"
"1",32368333,32394414,"-","BSDC1"
"1",32470625,32485418,"+","ZBTB8B"
"1",32592932,32600297,"+","ZBTB8A"
"1",32592932,32600419,"+","ZBTB8A"
"1",32621862,32634023,"-","ZBTB8OS"
"1",32621862,32634715,"-","ZBTB8OS"
"1",32621862,32650565,"-","ZBTB8OS"
"1",32651307,32679705,"+","RBBP4"
"1",32652003,32679705,"+","RBBP4"
"1",32681788,32702660,"-","SYNC"
"1",32681850,32702660,"-","SYNC"
"1",32741955,32772887,"+","KIAA1522"
"1",32765770,32772887,"+","KIAA1522"
"1",32775981,32817244,"-","YARS"
"1",32826100,32856038,"+","S100PBP"
"1",32864294,32870746,"-","FNDC5"
"1",32864610,32868373,"-","FNDC5"
"1",32888899,32893862,"+","HPCA"
"1",32894805,32901238,"-","TMEM54"
"1",32936806,32964685,"-","RNF19B"
"1",32937288,32964685,"-","RNF19B"
"1",33010829,33036828,"-","AK2"
"1",33012118,33036828,"-","AK2"
"1",33013181,33036828,"-","AK2"
"1",33014523,33036828,"-","AK2"
"1",33082250,33120182,"+","AZIN2"
"1",33147177,33176452,"-","TRIM62"
"1",33147177,33181432,"-","TRIM62"
"1",33270575,33299046,"+","ZNF362"
"1",33306766,33321098,"-","A3GALT2"
"1",33324865,33334242,"-","PHC2"
"1",33324865,33375539,"-","PHC2"
"1",33479289,33495476,"+","ZSCAN20"
"1",33519518,34165097,"-","CSMD2"
"1",33519518,34165813,"-","CSMD2"
"1",33864192,33864752,"+","HMGB4"
"1",34177790,34218761,"+","C1orf94"
"1",34197475,34218761,"+","C1orf94"
"1",34757331,34758152,"+","GJB5"
"1",34761255,34762055,"+","GJB4"
"1",34784763,34785575,"+","GJB3"
"1",34794214,34795215,"+","GJA4"
"1",34855699,34855977,"-","SMIM12"
"1",34866083,34905383,"-","DLGAP3"
"1",34981944,34985305,"-","TMEM35B"
"1",34987104,35030639,"-","ZMYM6"
"1",35093988,35115259,"+","ZMYM1"
"1",35184456,35193049,"-","SFPQ"
"1",35269047,35419677,"+","ZMYM4"
"1",35434894,35554491,"-","KIAA0319L"
"1",35558191,35565663,"+","NCDN"
"1",35559125,35565663,"+","NCDN"
"1",35573578,35594676,"+","TFAP2E"
"1",35603267,35609342,"-","PSMB2"
"1",35603267,35641432,"-","PSMB2"
"1",35715632,35716321,"-","C1orf216"
"1",35720891,35769870,"-","CLSPN"
"1",35736496,35769870,"-","CLSPN"
"1",35808417,35853605,"+","AGO4"
"1",35883422,35919607,"+","AGO1"
"1",35892573,35919607,"+","AGO1"
"1",35931427,36055745,"+","AGO3"
"1",36004385,36055745,"+","AGO3"
"1",36084922,36088186,"+","TEKT2"
"1",36088905,36093386,"+","ADPRHL2"
"1",36097569,36099485,"-","COL8A2"
"1",36097569,36100242,"-","COL8A2"
"1",36137203,36140070,"-","TRAPPC3"
"1",36137203,36149378,"-","TRAPPC3"
"1",36156418,36180258,"+","MAP7D1"
"1",36282564,36304017,"+","THRAP3"
"1",36307274,36321127,"+","SH3D21"
"1",36322295,36323037,"-","EVA1B"
"1",36341755,36361332,"-","STK40"
"1",36393758,36394129,"-","LSM10"
"1",36418139,36450369,"-","OSCP1"
"1",36428320,36450369,"-","OSCP1"
"1",36455788,36464275,"-","MRPS15"
"1",36466096,36479496,"-","CSF3R"
"1",36466357,36479496,"-","CSF3R"
"1",36801851,37034108,"-","GRIK3"
