"chrom","chromStart","chromEnd","strand","name"
"1",1567598,1570001,"+","MMP23B"
"1",1597221,1608138,"-","SLC35E2B"
"1",1634346,1654257,"-","CDK11A"
"1",1656853,1670996,"-","SLC35E2"
"1",1663894,1670996,"-","SLC35E2"
"1",1684343,1689970,"-","NADK"
"1",1684343,1696845,"-","NADK"
"1",1718770,1756892,"-","GNB1"
"1",1846720,1848632,"+","CALML6"
"1",1849321,1850704,"-","TMEM52"
"1",1950863,1961721,"+","GABRD"
"1",1982070,2116448,"+","PRKCZ"
"1",2005693,2116448,"+","PRKCZ"
"1",2075778,2116448,"+","PRKCZ"
"1",2121148,2126188,"-","C1orf86"
"1",2121216,2126188,"-","C1orf86"
"1",2160206,2238204,"+","SKI"
"1",2252822,2322972,"-","MORN1"
"1",2327230,2334563,"+","RER1"
"1",2337205,2343941,"-","PEX10"
"1",2408028,2436652,"+","PLCH2"
"1",2440286,2458026,"-","PANK4"
"1",2460908,2461603,"-","HES5"
"1",2488104,2494712,"+","TNFRSF14"
"1",2518235,2520866,"+","FAM213B"
"1",2522429,2560923,"-","MMEL1"
"1",2572807,2706156,"-","TTC34"
"1",2938251,2939384,"+","ACTRT2"
"1",2985824,3350375,"+","PRDM16"
"1",3379649,3397151,"+","ARHGEF16"
"1",3407092,3527832,"-","MEGF6"
"1",3541637,3545167,"+","TPRG1L"
"1",3547539,3566563,"-","WRAP73"
"1",3598930,3649326,"+","TP73"
"1",3598930,3649643,"+","TP73"
"1",3607470,3648119,"+","TP73"
"1",3607470,3649326,"+","TP73"
"1",3607470,3649643,"+","TP73"
"1",3624140,3649643,"+","TP73"
"1",3669046,3688087,"+","CCDC27"
"1",3691938,3692485,"+","SMIM1"
"1",3697652,3713040,"-","LRRC47"
"1",3731966,3768971,"-","CEP104"
"1",3774168,3800305,"+","DFFB"
"1",3806524,3816750,"-","C1orf174"
"1",4715486,4834559,"+","AJAP1"
"1",5923325,6046349,"-","NPHP4"
"1",6100629,6158634,"+","KCNAB2"
"1",6111597,6158634,"+","KCNAB2"
"1",6142255,6158634,"+","KCNAB2"
"1",6166340,6240083,"-","CHD5"
"1",6246732,6259633,"-","RPL22"
"1",6266596,6279467,"+","RNF207"
"1",6285140,6295971,"-","ICMT"
"1",6304426,6305567,"+","HES3"
"1",6309398,6314965,"-","GPR153"
"1",6324657,6418905,"-","ACOT7"
"1",6324657,6420712,"-","ACOT7"
"1",6324657,6445726,"-","ACOT7"
"1",6324657,6453459,"-","ACOT7"
"1",6478933,6479880,"-","HES2"
"1",6485016,6520206,"+","ESPN"
"1",6521494,6526167,"-","TNFRSF25"
"1",6527623,6537631,"-","PLEKHG5"
"1",6527623,6545503,"-","PLEKHG5"
"1",6527623,6557091,"-","PLEKHG5"
"1",6527623,6557383,"-","PLEKHG5"
"1",6527623,6579571,"-","PLEKHG5"
"1",6527903,6537631,"-","PLEKHG5"
"1",6585914,6614562,"-","NOL9"
"1",6615434,6639644,"+","TAS1R1"
"1",6640670,6649272,"+","ZBTB48"
"1",6653425,6662877,"-","KLHL21"
"1",6674127,6681697,"+","PHF13"
"1",6685279,6693137,"+","THAP3"
"1",6685279,6694148,"+","THAP3"
"1",6695735,6761860,"-","DNAJC11"
"1",6845591,6931825,"+","CAMTA1"
"1",6845591,6947785,"+","CAMTA1"
"1",6845591,7826551,"+","CAMTA1"
"1",7831444,7839705,"+","VAMP3"
"1",7844938,7902815,"+","PER3"
"1",7907826,7913063,"-","UTS2"
"1",7907826,7913491,"-","UTS2"
"1",7980895,8000054,"-","TNFRSF9"
"1",8022846,8045114,"+","PARK7"
"1",8073270,8075679,"-","ERRFI1"
"1",8384390,8404073,"+","SLC45A1"
"1",8415147,8424193,"-","RERE"
"1",8415147,8716356,"-","RERE"
"1",8921419,8934967,"-","ENO1"
"1",9005946,9034503,"+","CA6"
"1",9005946,9034763,"+","CA6"
"1",9063359,9086404,"-","SLC2A7"
"1",9097645,9129595,"-","SLC2A5"
"1",9101680,9129595,"-","SLC2A5"
"1",9164478,9189086,"-","GPR157"
"1",9304994,9324928,"+","H6PD"
"1",9415951,9427634,"+","SPSB1"
"1",9599751,9642559,"+","SLC25A33"
"1",9648989,9662349,"+","TMEM201"
"1",9648989,9673141,"+","TMEM201"
"1",9770514,9787104,"+","PIK3CD"
"1",9790566,9883791,"-","CLSTN1"
"1",9910776,9932122,"-","CTNNBIP1"
"1",9990457,9996677,"-","LZIC"
"1",10032132,10042759,"+","NMNAT1"
"1",10057317,10075890,"+","RBP7"
"1",10093729,10240014,"+","UBE4B"
"1",10292387,10364705,"+","KIF1B"
"1",10292387,10436645,"+","KIF1B"
"1",10459175,10479806,"+","PGD"
"1",10490575,10502462,"+","APITD1"
"1",10490575,10511458,"+","APITD1-CORT"
"1",10490575,10511652,"+","APITD1-CORT"
"1",10510281,10511652,"+","CORT"
"1",10521547,10532515,"-","DFFA"
"1",10523091,10532515,"-","DFFA"
"1",10535024,10690044,"+","PEX14"
"1",10698999,10753946,"-","CASZ1"
"1",10707854,10753946,"-","CASZ1"
"1",11007720,11042094,"-","C1orf127"
"1",11073785,11082711,"+","TARDBP"
"1",11086942,11107264,"-","MASP2"
"1",11104997,11107264,"-","MASP2"
"1",11114922,11120000,"-","SRM"
"1",11126775,11159888,"-","EXOSC10"
"1",11167542,11319466,"-","MTOR"
"1",11249637,11255080,"+","ANGPTL7"
"1",11333589,11346188,"+","UBIAD1"
"1",11561050,11596743,"+","PTCHD2"
"1",11708751,11714397,"-","FBXO2"
"1",11715893,11721330,"+","FBXO44"
"1",11715893,11721362,"+","FBXO44"
"1",11728716,11733908,"+","FBXO6"
"1",11734832,11740658,"-","MAD2L2"
"1",11766316,11779753,"+","DRAXIN"
"1",11796266,11808650,"+","AGTRAP"
"1",11796266,11810161,"+","AGTRAP"
"1",11796266,11810249,"+","AGTRAP"
"1",11850737,11863173,"-","MTHFR"
"1",11866320,11900280,"+","CLCN6"
"1",11906066,11907741,"-","NPPA"
"1",11917712,11918890,"-","NPPB"
"1",11980372,11986294,"-","KIAA2013"
"1",11994837,12034865,"+","PLOD1"
"1",12049226,12071622,"+","MFN2"
"1",12081784,12091865,"+","MIIP"
"1",12123656,12202588,"+","TNFRSF8"
"1",12164501,12202588,"+","TNFRSF8"
"1",12227149,12267077,"+","TNFRSF1B"
"1",12294324,12569078,"+","VPS13D"
"1",12628369,12677353,"-","DHRS3"
"1",12704566,12726746,"+","AADACL4"
"1",12776344,12785963,"+","AADACL3"
"1",12779480,12785963,"+","AADACL3"
"1",12806379,12820884,"+","C1orf158"
"1",12835011,12837742,"+","PRAMEF12"
"1",12853377,12856145,"+","PRAMEF1"
"1",12884800,12888523,"-","PRAMEF11"
"1",12907261,12908142,"-","HNRNPCL1"
"1",12918865,12921634,"+","PRAMEF2"
"1",12939365,12943215,"-","PRAMEF4"
"1",12952747,12955678,"-","PRAMEF10"
"1",12977513,12980233,"+","PRAMEF7"
"1",12998505,13002348,"-","PRAMEF6"
"1",13035543,13038381,"+","PRAMEF22"
"1",13108838,13112680,"-","PRAMEF23"
"1",13364891,13368733,"+","PRAMEF5"
"1",13386982,13389702,"-","PRAMEF8"
"1",13424003,13427859,"+","PRAMEF9"
"1",13448050,13450836,"-","PRAMEF13"
"1",13474689,13477522,"-","PRAMEF18"
"1",13495284,13498128,"+","PRAMEF16"
"1",13521973,13526873,"+","PRAMEF21"
"1",13644800,13648656,"+","PRAMEF15"
"1",13716118,13718962,"+","PRAMEF17"
"1",13742812,13747733,"+","PRAMEF20"
"1",13802314,13840088,"-","LRRC38"
"1",13910301,13942406,"+","PDPN"
"1",13933727,13942406,"+","PDPN"
"1",14042101,14113022,"+","PRDM2"
"1",14042101,14143042,"+","PRDM2"
"1",14042101,14149679,"+","PRDM2"
"1",14099665,14113022,"+","PRDM2"
"1",14925494,15392293,"+","KAZN"
"1",14925494,15441131,"+","KAZN"
"1",15250861,15392293,"+","KAZN"
"1",15287236,15392293,"+","KAZN"
"1",15490840,15497774,"-","C1orf195"
"1",15494991,15497774,"-","C1orf195"
"1",15541584,15546239,"+","TMEM51"
"1",15736468,15755220,"+","EFHD2"
"1",15764961,15773084,"+","CTRC"
"1",15783249,15798502,"+","CELA2A"
"1",15802621,15817807,"+","CELA2B"
"1",15819438,15844773,"-","CASP9"
"1",15819438,15850695,"-","CASP9"
"1",15855601,15894672,"+","DNAJC16"
"1",15900146,15911462,"-","AGMAT"
"1",15944166,15983128,"+","DDI2"
"1",15986364,15988217,"+","RSC1A1"
"1",16011054,16060429,"+","PLEKHM2"
"1",16062981,16065901,"+","SLC25A34"
"1",16069055,16074127,"+","TMEM82"
"1",16091479,16101526,"+","FBLIM1"
"1",16091479,16111156,"+","FBLIM1"
"1",16174563,16265922,"+","SPEN"
"1",16268464,16273555,"-","ZBTB17"
"1",16268464,16274990,"-","ZBTB17"
"1",16330799,16332841,"+","C1orf64"
"1",16342075,16344458,"-","HSPB7"
"1",16349115,16360153,"+","CLCNKA"
"1",16370988,16383411,"+","CLCNKB"
"1",16375467,16383411,"+","CLCNKB"
"1",16384932,16399937,"-","FAM131C"
"1",16451710,16482427,"-","EPHA2"
"1",16525082,16535549,"-","ARHGEF19"
"1",16558543,16563237,"-","RSG1"
"1",16577165,16641913,"-","FBXO42"
"1",16693753,16721635,"+","SZRD1"
"1",16725260,16757866,"-","SPATA21"
"1",16767257,16785385,"+","NECAP2"
"1",16767257,16785491,"+","NECAP2"
"1",16999498,17000007,"+","LOC729574"
"1",17248514,17298941,"+","CROCC"
"1",17301415,17304768,"-","MFAP2"
"1",17312480,17338233,"-","ATP13A2"
"1",17312716,17338233,"-","ATP13A2"
"1",17345376,17380514,"-","SDHB"
"1",17395539,17445866,"-","PADI2"
"1",17531713,17570738,"+","PADI1"
"1",17575633,17609574,"+","PADI3"
"1",17634718,17690250,"+","PADI4"
"1",17735586,17765010,"-","RCC2"
"1",17907091,18023875,"+","ARHGEF10L"
"1",18149504,18153014,"+","ACTL8"
"1",18434623,18704820,"+","IGSF21"
"1",18807476,18809809,"+","KLHDC7A"
"1",18958098,19062533,"+","PAX7"
"1",18958098,19071423,"+","PAX7"
"1",19166093,19186154,"-","TAS1R2"
"1",19199339,19215924,"-","ALDH4A1"
"1",19199339,19229017,"-","ALDH4A1"
"1",19235055,19282826,"-","IFFO2"
"1",19401326,19536742,"-","UBR4"
"1",19545797,19578003,"-","EMC1"
"1",19578330,19585324,"+","MRTO4"
"1",19609225,19615203,"-","AKR7A3"
"1",19630719,19638618,"-","AKR7A2"
"1",19644172,19655137,"+","PQLC2"
"1",19651158,19655137,"+","PQLC2"
"1",19666024,19811932,"-","CAPZB"
"1",19669256,19811932,"-","CAPZB"
"1",19923540,19952895,"+","MINOS1"
"1",19969806,19983622,"+","NBL1"
"1",19981524,19983622,"+","NBL1"
"1",19992247,20005861,"+","HTR6"
"1",20009533,20107251,"-","TMCO4"
"1",20140911,20141594,"-","RNF186"
"1",20209007,20234239,"+","OTUD3"
"1",20246800,20250052,"-","PLA2G2E"
"1",20302194,20305266,"-","PLA2G2A"
"1",20411324,20417185,"+","PLA2G5"
"1",20440607,20445991,"-","PLA2G2D"
"1",20465921,20474894,"+","PLA2G2F"
"1",20517055,20517897,"+","UBXN10"
"1",20810142,20811872,"-","CAMK2N1"
"1",20827183,20834517,"-","MUL1"
"1",20879467,20880456,"+","FAM43B"
"1",20915623,20945061,"+","CDA"
"1",20960042,20977184,"+","PINK1"
"1",20978872,20987894,"-","DDOST"
"1",20991077,21044199,"-","KIF17"
"1",21048285,21052550,"-","SH2D5"
"1",21048285,21054537,"-","SH2D5"
"1",21071290,21106933,"-","HP1BP3"
"1",21133812,21329235,"-","EIF4G3"
"1",21267869,21329235,"-","EIF4G3"
"1",21546448,21605927,"-","ECE1"
"1",21546448,21616691,"-","ECE1"
"1",21546448,21616907,"-","ECE1"
"1",21546448,21671871,"-","ECE1"
"1",21771580,21809879,"+","NBPF3"
"1",21880575,21904141,"+","ALPL"
"1",21887173,21904141,"+","ALPL"
"1",21887223,21904141,"+","ALPL"
"1",21924213,21946525,"-","RAP1GAP"
"1",21924213,21978315,"-","RAP1GAP"
"1",22005910,22109450,"-","USP48"
"1",22055055,22109450,"-","USP48"
"1",22138945,22148708,"+","LDLRAD2"
"1",22149809,22263710,"-","HSPG2"
"1",22303533,22315772,"+","CELA3B"
"1",22328168,22338960,"+","CELA3A"
"1",22404972,22416525,"+","CDC42"
"1",22404972,22418010,"+","CDC42"
"1",22446543,22469415,"-","WNT4"
"1",22816442,22852889,"+","ZBTB40"
"1",22890129,22915872,"+","EPHA8"
"1",22890129,22928234,"+","EPHA8"
"1",22964110,22965900,"+","C1QA"
"1",22970517,22974276,"+","C1QC"
"1",22985950,22987879,"+","C1QB"
"1",23037476,23240063,"+","EPHB2"
"1",23337394,23342266,"-","C1orf234"
"1",23346090,23409857,"+","KDM1A"
"1",23415388,23420754,"-","LUZP1"
"1",23519579,23520712,"-","HTR1D"
"1",23636947,23664327,"-","HNRNPR"
"1",23636947,23667501,"-","HNRNPR"
"1",23688462,23694498,"-","ZNF436"
"1",23707959,23751126,"-","TCEA3"
"1",23756349,23810626,"-","ASAP3"
"1",23836372,23857285,"-","E2F2"
"1",23885451,23885917,"-","ID3"
"1",24018314,24022863,"+","RPL11"
"1",24069916,24086063,"+","TCEB3"
"1",24105006,24113866,"+","PITHD1"
"1",24119173,24121222,"+","LYPLA2"
"1",24122439,24125497,"-","GALE"
"1",24128953,24151905,"-","HMGCL"
"1",24172205,24194776,"-","FUCA1"
"1",24201025,24202107,"-","CNR2"
"1",24287948,24288367,"+","PNRC2"
"1",24294153,24306745,"-","SRSF10"
"1",24294416,24306745,"-","SRSF10"
"1",24297632,24306745,"-","SRSF10"
"1",24383854,24435126,"-","MYOM3"
"1",24447295,24469572,"-","IL22RA1"
"1",24483620,24513738,"-","IFNLR1"
"1",24484317,24513738,"-","IFNLR1"
"1",24646042,24680978,"+","GRHL3"
"1",24646042,24690861,"+","GRHL3"
"1",24649576,24680978,"+","GRHL3"
"1",24658037,24680978,"+","GRHL3"
"1",24685033,24727856,"-","STPG1"
"1",24685033,24727878,"-","STPG1"
"1",24746038,24795675,"+","NIPAL3"
"1",24840863,24861735,"+","RCAN3"
"1",24840863,24861767,"+","RCAN3"
"1",24921922,24932238,"+","NCMAP"
"1",24969818,24998777,"+","SRRM1"
"1",25072045,25167428,"+","CLIC4"
"1",25228613,25256359,"-","RUNX3"
"1",25228613,25291062,"-","RUNX3"
"1",25549757,25558958,"-","SYF2"
"1",25569080,25573454,"-","C1orf63"
"1",25599039,25643543,"+","RHD"
"1",25599039,25655415,"+","RHD"
"1",25599039,25655506,"+","RHD"
"1",25599039,25655627,"+","RHD"
"1",25666978,25687196,"+","TMEM50A"
"1",25689018,25747277,"-","RHCE"
"1",25696986,25747277,"-","RHCE"
"1",25757590,25824957,"+","TMEM57"
"1",25870190,25893483,"+","LDLRAP1"
"1",25944289,26110280,"+","MAN1C1"
"1",26126722,26142209,"+","SEPN1"
"1",26149596,26156275,"+","MTFR1L"
"1",26149596,26158517,"+","MTFR1L"
"1",26161484,26185848,"-","AUNIP"
"1",26189290,26190330,"-","PAQR7"
"1",26212214,26231167,"-","STMN1"
"1",26227507,26231167,"-","STMN1"
"1",26288480,26317307,"-","PAFAH2"
"1",26349138,26361838,"+","EXTL1"
"1",26365651,26372387,"-","SLC30A2"
"1",26378364,26393985,"-","TRIM63"
"1",26440800,26449068,"+","PDIK1L"
"1",26487783,26488598,"+","FAM110D"
"1",26496475,26497207,"+","ZNF593"
"1",26504039,26516039,"+","CNKSR1"
"1",26517119,26529033,"+","CATSPER4"
"1",26566275,26603784,"+","CEP85"
"1",26606647,26607614,"+","SH3BGRL3"
"1",26608790,26629374,"-","UBXN11"
"1",26644509,26646793,"+","CD52"
"1",26688142,26695062,"-","ZNF683"
"1",26737383,26752949,"+","LIN28A"
"1",26759437,26795622,"+","DHDDS"
"1",26799104,26801639,"+","HMGN2"
"1",26856412,26900692,"+","RPS6KA1"
"1",26872392,26900692,"+","RPS6KA1"
"1",27022895,27107247,"+","ARID1A"
"1",27117307,27124335,"+","PIGV"
"1",27153296,27180334,"+","ZDHHC18"
"1",27189704,27190450,"+","SFN"
"1",27206168,27216587,"-","GPN2"
"1",27217501,27226933,"-","GPATCH3"
"1",27238336,27240431,"-","NR0B2"
"1",27248340,27272672,"+","NUDC"
"1",27276560,27278871,"-","C1orf172"
"1",27320278,27320961,"+","TRNP1"
"1",27332435,27339161,"-","FAM46B"
"1",27426798,27480825,"-","SLC9A1"
"1",27587546,27632874,"+","WDTC1"
"1",27648689,27661957,"+","TMEM222"
"1",27671826,27680343,"+","SYTL1"
"1",27681882,27693088,"-","MAP3K6"
"1",27695727,27701309,"-","FCN3"
"1",27706537,27709729,"-","CD164L2"
"1",27720303,27721295,"+","GPR3"
"1",27734683,27755400,"-","WASF2"
"1",27734819,27755400,"-","WASF2"
"1",27873815,27878626,"-","AHDC1"
"1",27939425,27950427,"-","FGR"
"1",27992892,27995825,"-","IFI6"
"1",28052592,28087092,"+","FAM76A"
"1",28099819,28148840,"+","STX12"
"1",28157347,28176957,"+","PPP1R8"
"1",28167680,28176957,"+","PPP1R8"
"1",28173574,28176957,"+","PPP1R8"
"1",28199083,28211942,"+","THEMIS2"
"1",28199083,28212433,"+","THEMIS2"
"1",28218674,28240954,"-","RPA2"
"1",28261695,28282710,"+","SMPDL3B"
"1",28261695,28285349,"+","SMPDL3B"
"1",28286581,28293711,"+","XKR8"
"1",28300977,28365414,"-","EYA3"
"1",28300977,28384537,"-","EYA3"
"1",28303793,28384537,"-","EYA3"
"1",28476504,28477532,"-","PTAFR"
"1",28527759,28559509,"-","DNAJC8"
"1",28562695,28562967,"+","ATPIF1"
"1",28562695,28564308,"+","ATPIF1"
"1",28562695,28564489,"+","ATPIF1"
"1",28586359,28607313,"+","SESN2"
"1",28657174,28661481,"+","MED18"
"1",28733959,28823061,"+","PHACTR4"
"1",28764896,28823061,"+","PHACTR4"
"1",28856379,28864519,"+","RCC1"
"1",28879623,28904148,"+","TRNAU1AP"
"1",28920312,28920629,"+","RAB42"
"1",28930051,28948593,"-","TAF12"
"1",29010125,29041285,"+","GMEB1"
"1",29063633,29095464,"+","YTHDF2"
"1",29068933,29095464,"+","YTHDF2"
"1",29138896,29189795,"+","OPRD1"
"1",29313950,29391691,"+","EPB41"
"1",29313950,29442309,"+","EPB41"
"1",29320001,29442309,"+","EPB41"
"1",29447417,29448340,"-","TMEM200B"
"1",29474922,29508264,"-","SRSF4"
"1",29520534,29543145,"-","MECR"
"1",29520534,29557418,"-","MECR"
"1",29563157,29652173,"+","PTPRU"
"1",31186429,31196398,"-","MATN1"
"1",31206675,31230592,"-","LAPTM5"
"1",31346058,31381433,"-","SDC3"
"1",31406058,31532413,"-","PUM1"
"1",31654550,31712394,"-","NKAIN1"
"1",31732919,31769598,"-","SNRNP40"
"1",31782946,31837040,"+","ZCCHC17"
"1",31791042,31837040,"+","ZCCHC17"
"1",31791962,31837040,"+","ZCCHC17"
"1",31838733,31845861,"-","FABP3"
"1",31882685,31907046,"+","SERINC2"
"1",31883232,31907046,"+","SERINC2"
"1",31886113,31907046,"+","SERINC2"
"1",31886861,31907046,"+","SERINC2"
"1",32042750,32052580,"+","TINAGL1"
"1",32084794,32092581,"+","HCRTR1"
"1",32096214,32110465,"-","PEF1"
"1",32118252,32167794,"-","COL16A1"
"1",32193021,32222822,"-","BAI2"
"1",32256204,32280934,"-","SPOCD1"
"1",32374453,32384666,"-","PTP4A2"
"1",32479597,32508225,"+","KHDRBS1"
"1",32538649,32568274,"+","TMEM39B"
"1",32573732,32636495,"+","KPNA6"
"1",32645947,32660796,"+","TXLNA"
"1",32667537,32670849,"+","CCDC28B"
"1",32671283,32673683,"+","IQCC"
"1",32674695,32681498,"+","DCDC2B"
"1",32682454,32687923,"-","TMEM234"
"1",32688043,32696797,"+","EIF3I"
"1",32713023,32714202,"+","FAM167B"
"1",32739931,32751317,"+","LCK"
"1",32757771,32798645,"+","HDAC1"
"1",32800198,32801634,"-","MARCKSL1"
"1",32827034,32827692,"-","FAM229A"
"1",32828303,32829857,"+","TSSK3"
"1",32832223,32860015,"-","BSDC1"
"1",32936226,32951019,"+","ZBTB8B"
"1",33058533,33066020,"+","ZBTB8A"
"1",33087463,33116166,"-","ZBTB8OS"
"1",33116908,33145306,"+","RBBP4"
"1",33117604,33145306,"+","RBBP4"
"1",33147389,33168261,"-","SYNC"
"1",33147451,33168261,"-","SYNC"
"1",33207556,33238488,"+","KIAA1522"
"1",33231371,33238488,"+","KIAA1522"
"1",33241582,33282845,"-","YARS"
"1",33291701,33321639,"+","S100PBP"
"1",33329895,33336347,"-","FNDC5"
"1",33330211,33333974,"-","FNDC5"
"1",33354500,33359463,"+","HPCA"
"1",33360406,33366839,"-","TMEM54"
"1",33402407,33430286,"-","RNF19B"
"1",33402889,33430286,"-","RNF19B"
"1",33476430,33502429,"-","AK2"
"1",33478782,33502429,"-","AK2"
"1",33547851,33585783,"+","ADC"
"1",33612778,33647033,"-","TRIM62"
"1",33736176,33764647,"+","ZNF362"
"1",33772367,33786699,"-","A3GALT2"
"1",33790466,33799843,"-","PHC2"
"1",33790466,33841140,"-","PHC2"
"1",33944890,33961076,"+","ZSCAN20"
"1",33985118,34630698,"-","CSMD2"
"1",33985118,34631414,"-","CSMD2"
"1",34329793,34330353,"+","HMGB4"
"1",34643391,34684362,"+","C1orf94"
"1",34663076,34684362,"+","C1orf94"
"1",35222932,35223753,"+","GJB5"
"1",35226856,35227656,"+","GJB4"
"1",35250364,35251176,"+","GJB3"
"1",35259815,35260816,"+","GJA4"
"1",35321300,35321578,"-","SMIM12"
"1",35331684,35370984,"-","DLGAP3"
"1",35447545,35450906,"-","ZMYM6NB"
"1",35452705,35496240,"-","ZMYM6"
"1",35559589,35580860,"+","ZMYM1"
"1",35650057,35658650,"-","SFPQ"
"1",35734648,35885278,"+","ZMYM4"
"1",35900495,36020092,"-","KIAA0319L"
"1",36023792,36031264,"+","NCDN"
"1",36024726,36031264,"+","NCDN"
"1",36039179,36060277,"+","TFAP2E"
"1",36068868,36107033,"-","PSMB2"
"1",36181233,36181922,"-","C1orf216"
"1",36202097,36235471,"-","CLSPN"
"1",36274018,36319206,"+","AGO4"
"1",36349023,36385208,"+","AGO1"
"1",36397028,36521346,"+","AGO3"
"1",36469986,36521346,"+","AGO3"
"1",36550523,36553787,"+","TEKT2"
"1",36554506,36558987,"+","ADPRHL2"
"1",36563170,36565843,"-","COL8A2"
"1",36602804,36605671,"-","TRAPPC3"
"1",36602804,36614979,"-","TRAPPC3"
"1",36622019,36645859,"+","MAP7D1"
"1",36748165,36769618,"+","THRAP3"
"1",36772022,36786728,"+","SH3D21"
"1",36772875,36786728,"+","SH3D21"
"1",36787896,36788638,"-","EVA1B"
"1",36807356,36826933,"-","STK40"
"1",36859359,36859730,"-","LSM10"
"1",36883740,36915970,"-","OSCP1"
"1",36893921,36915970,"-","OSCP1"
"1",36921389,36929876,"-","MRPS15"
"1",36931697,36945097,"-","CSF3R"
"1",36931958,36945097,"-","CSF3R"
"1",37267452,37499709,"-","GRIK3"
"1",37941098,37949212,"+","ZC3H12A"
"1",37959370,37980347,"-","MEAF6"
"1",37959700,37980347,"-","MEAF6"
"1",38003349,38019830,"-","SNIP1"
"1",38022530,38030662,"+","DNALI1"
"1",38032456,38061423,"-","GNL2"
"1",38078427,38095333,"-","RSPO1"
"1",38078427,38095573,"-","RSPO1"
"1",38148795,38155552,"-","C1orf109"
"1",38158363,38174038,"+","CDCA8"
"1",38184044,38230738,"-","EPHA10"
"1",38227039,38230738,"-","EPHA10"
"1",38259855,38265531,"+","MANEAL"
"1",38259855,38265875,"+","MANEAL"
"1",38261448,38265875,"+","MANEAL"
"1",38269597,38273852,"-","YRDC"
"1",38274077,38274745,"+","C1orf122"
"1",38274357,38274745,"+","C1orf122"
"1",38280808,38323330,"-","MTF1"
"1",38327987,38411980,"-","INPP5B"
"1",38423858,38455637,"-","SF3A3"
"1",38463077,38465084,"-","FHL3"
"1",38478475,38489300,"+","UTP11L"
"1",38511060,38512415,"-","POU3F1"
"1",39305225,39325318,"-","RRAGC"
"1",39330342,39338977,"-","MYCBP"
"1",39340223,39341770,"-","GJA9"
"1",39352176,39384884,"-","RHBDL2"
"1",39457053,39469727,"+","AKIRIN1"
"1",39494397,39500168,"+","NDUFS5"
"1",39549891,39951466,"+","MACF1"
"1",39957664,39991470,"+","BMP8A"
"1",40027370,40041623,"-","PABPC4"
"1",40092179,40105297,"-","HEYL"
"1",40124793,40137710,"-","NT5C1A"
"1",40148208,40150275,"-","HPCAL4"
"1",40204573,40219027,"+","PPIE"
"1",40204573,40228296,"+","PPIE"
"1",40204573,40229414,"+","PPIE"
"1",40226091,40254157,"-","BMP8B"
"1",40235374,40236927,"-","OXCT2"
"1",40307416,40349163,"-","TRIT1"
"1",40363044,40367106,"-","MYCL"
"1",40363044,40367560,"-","MYCL"
"1",40366486,40367560,"-","MYCL"
"1",40420965,40435240,"+","MFSD2A"
"1",40525019,40537205,"+","CAP1"
"1",40539733,40562910,"-","PPT1"
"1",40627072,40706119,"+","RLF"
"1",40713666,40717266,"+","TMCO2"
"1",40723944,40758341,"+","ZMPSTE24"
"1",40766854,40782869,"-","COL9A2"
"1",40839793,40887773,"+","SMAP2"
"1",40840368,40887773,"+","SMAP2"
