"chrom","start","end","strand","Ensembl.gene.ID","gene.name"
"1",10003486,10045559,"+","ENSG00000173614","NMNAT1"
"1",10057264,10076079,"+","ENSG00000162444","RBP7"
"1",10092890,10241297,"+","ENSG00000130939","UBE4B"
"1",10270863,10441661,"+","ENSG00000054523","KIF1B"
"1",10458649,10480568,"+","ENSG00000142657","PGD"
"1",10490159,10512210,"+","ENSG00000251503","CENPS-CORT"
"1",10490490,10502865,"+","ENSG00000175279","CENPS"
"1",10509776,10511959,"+","ENSG00000241563","CORT"
"1",10516579,10532586,"-","ENSG00000160049","DFFA"
"1",10532345,10690815,"+","ENSG00000142655","PEX14"
"1",10696661,10856707,"-","ENSG00000130940","CASZ1"
"1",11006528,11042094,"-","ENSG00000175262","C1orf127"
"1",11072401,11086477,"+","ENSG00000120948","TARDBP"
"1",11086580,11107290,"-","ENSG00000009724","MASP2"
"1",11114641,11120077,"-","ENSG00000116649","SRM"
"1",11126675,11159926,"-","ENSG00000171824","EXOSC10"
"1",11166592,11322564,"-","ENSG00000198793","MTOR"
"1",11249412,11256038,"+","ENSG00000171819","ANGPTL7"
"1",11333263,11356106,"+","ENSG00000120942","UBIAD1"
"1",11539212,11597608,"+","ENSG00000204624","DISP3"
"1",11697075,11715842,"-","ENSG00000116661","FBXO2"
"1",11714432,11723384,"+","ENSG00000132879","FBXO44"
"1",11724257,11734411,"+","ENSG00000116663","FBXO6"
"1",11734537,11751707,"-","ENSG00000116670","MAD2L2"
"1",11751767,11785914,"+","ENSG00000162490","DRAXIN"
"1",11796141,11814859,"+","ENSG00000177674","AGTRAP"
"1",11845780,11866977,"-","ENSG00000177000","MTHFR"
"1",11866153,11908136,"+","ENSG00000011021","CLCN6"
"1",11905766,11908402,"-","ENSG00000175206","NPPA"
"1",11917521,11919002,"-","ENSG00000120937","NPPB"
"1",11979648,11986485,"-","ENSG00000116685","KIAA2013"
"1",11994262,12035595,"+","ENSG00000083444","PLOD1"
"1",12040238,12073571,"+","ENSG00000116688","MFN2"
"1",12079523,12092102,"+","ENSG00000116691","MIIP"
"1",12123360,12204264,"+","ENSG00000120949","TNFRSF8"
"1",12227048,12269285,"+","ENSG00000028137","TNFRSF1B"
"1",12290087,12572099,"+","ENSG00000048707","VPS13D"
"1",12627939,12678216,"-","ENSG00000162496","DHRS3"
"1",12704566,12727097,"+","ENSG00000204518","AADACL4"
"1",12776113,12788727,"+","ENSG00000188984","AADACL3"
"1",12806148,12823847,"+","ENSG00000157330","C1orf158"
"1",12834984,12838049,"+","ENSG00000116726","PRAMEF12"
"1",12851546,12856777,"+","ENSG00000116721","PRAMEF1"
"1",12884468,12891264,"-","ENSG00000204513","PRAMEF11"
"1",12907261,12908578,"-","ENSG00000179172","HNRNPCL1"
"1",12916941,12921764,"+","ENSG00000120952","PRAMEF2"
"1",12939045,12946025,"-","ENSG00000243073","PRAMEF4"
"1",12952727,12958101,"-","ENSG00000187545","PRAMEF10"
"1",12976430,12980302,"+","ENSG00000204510","PRAMEF7"
"1",12998302,13007406,"-","ENSG00000232423","PRAMEF6"
"1",13035543,13038381,"+","ENSG00000204508","PRAMEF22"
"1",13182968,13184326,"-","ENSG00000275774","HNRNPCL2"
"1",13182991,13183872,"-","ENSG00000179412","HNRNPCL4"
"1",13359819,13369057,"+","ENSG00000204502","PRAMEF5"
"1",13386646,13390765,"-","ENSG00000182330","PRAMEF8"
"1",13421176,13428191,"+","ENSG00000204501","PRAMEF9"
"1",13447556,13452656,"-","ENSG00000279169","PRAMEF13"
"1",13474689,13477522,"-","ENSG00000204491","PRAMEF18"
"1",13495254,13498260,"+","ENSG00000204488","PRAMEF16"
"1",13516066,13526943,"+","ENSG00000204486","PRAMEF21"
"1",13641973,13648988,"+","ENSG00000157358","PRAMEF15"
"1",13668411,13673511,"-","ENSG00000204481","PRAMEF14"
"1",13716092,13719089,"+","ENSG00000204479","PRAMEF17"
"1",13736907,13747803,"+","ENSG00000204478","PRAMEF20"
"1",13801441,13840498,"-","ENSG00000162494","LRRC38"
"1",13909960,13944452,"+","ENSG00000162493","PDPN"
"1",14026693,14151574,"+","ENSG00000116731","PRDM2"
"1",14219287,15444539,"+","ENSG00000189337","KAZN"
"1",15479028,15546974,"+","ENSG00000171729","TMEM51"
"1",15736384,15756835,"+","ENSG00000142634","EFHD2"
"1",15764935,15775737,"+","ENSG00000162438","CTRC"
"1",15783223,15798586,"+","ENSG00000142615","CELA2A"
"1",15792404,15817895,"+","ENSG00000215704","CELA2B"
"1",15817327,15853029,"-","ENSG00000132906","CASP9"
"1",15853308,15918874,"+","ENSG00000116138","DNAJC16"
"1",15898194,15911546,"-","ENSG00000116771","AGMAT"
"1",15943953,15995539,"+","ENSG00000197312","DDI2"
"1",15986364,15988217,"+","ENSG00000215695","RSC1A1"
"1",16010815,16061264,"+","ENSG00000116786","PLEKHM2"
"1",16062753,16067887,"+","ENSG00000162461","SLC25A34"
"1",16068994,16074477,"+","ENSG00000162460","TMEM82"
"1",16083102,16113089,"+","ENSG00000162458","FBLIM1"
"1",16133664,16135843,"-","ENSG00000233954","UQCRHL"
"1",16174202,16266951,"+","ENSG00000065526","SPEN"
"1",16268364,16302627,"-","ENSG00000116809","ZBTB17"
"1",16330731,16335302,"+","ENSG00000183888","SRARP"
"1",16340523,16346089,"-","ENSG00000173641","HSPB7"
"1",16345370,16360545,"+","ENSG00000186510","CLCNKA"
"1",16370231,16383803,"+","ENSG00000184908","CLCNKB"
"1",16384264,16400146,"-","ENSG00000185519","FAM131C"
"1",16450832,16482564,"-","ENSG00000142627","EPHA2"
"1",16524349,16539147,"-","ENSG00000142632","ARHGEF19"
"1",16558187,16563678,"-","ENSG00000132881","CPLANE2"
"1",16573335,16678975,"-","ENSG00000037637","FBXO42"
"1",16679070,16724640,"+","ENSG00000055070","SZRD1"
"1",16713612,16763919,"-","ENSG00000187144","SPATA21"
"1",16767216,16786573,"+","ENSG00000157191","NECAP2"
"1",17066768,17299459,"+","ENSG00000058453","CROCC"
"1",17300997,17307330,"-","ENSG00000117122","MFAP2"
"1",17312453,17338423,"-","ENSG00000159363","ATP13A2"
"1",17345217,17380665,"-","ENSG00000117118","SDHB"
"1",17393256,17445946,"-","ENSG00000117115","PADI2"
"1",17531623,17572502,"+","ENSG00000142623","PADI1"
"1",17575593,17610728,"+","ENSG00000142619","PADI3"
"1",17634690,17690499,"+","ENSG00000159339","PADI4"
"1",17698691,17728195,"+","ENSG00000276747","PADI6"
"1",17733256,17766173,"-","ENSG00000179051","RCC2"
"1",17866193,18024369,"+","ENSG00000074964","ARHGEF10L"
"1",18081828,18153558,"+","ENSG00000117148","ACTL8"
"1",18434292,18704977,"+","ENSG00000117154","IGSF21"
"1",18807476,18812620,"+","ENSG00000179023","KLHDC7A"
"1",18957340,19075360,"+","ENSG00000009709","PAX7"
"1",19166093,19186176,"-","ENSG00000179002","TAS1R2"
"1",19197924,19229218,"-","ENSG00000159423","ALDH4A1"
"1",19230774,19283170,"-","ENSG00000169991","IFFO2"
"1",19401004,19536760,"-","ENSG00000127481","UBR4"
"1",19542154,19578021,"-","ENSG00000127463","EMC1"
"1",19578299,19586622,"+","ENSG00000053372","MRTO4"
"1",19592476,19600688,"-","ENSG00000211454","AKR7L"
"1",19609067,19615264,"-","ENSG00000162482","AKR7A3"
"1",19630459,19638640,"-","ENSG00000053371","AKR7A2"
"1",19638820,19655794,"+","ENSG00000040487","PQLC2"
"1",19665269,19812033,"-","ENSG00000077549","CAPZB"
"1",19810897,19956315,"+","ENSG00000173436","MICOS10"
"1",19923473,19984949,"+","ENSG00000158747","NBL1"
"1",19991368,20007459,"+","ENSG00000158748","HTR6"
"1",20008706,20126438,"-","ENSG00000162542","TMCO4"
"1",20140522,20141776,"-","ENSG00000178828","RNF186"
"1",20208888,20239438,"+","ENSG00000169914","OTUD3"
"1",20246502,20250110,"-","ENSG00000188784","PLA2G2E"
"1",20301924,20306909,"-","ENSG00000188257","PLA2G2A"
"1",20354672,20418404,"+","ENSG00000127472","PLA2G5"
"1",20438432,20446059,"-","ENSG00000117215","PLA2G2D"
"1",20465819,20476879,"+","ENSG00000158786","PLA2G2F"
"1",20512589,20522543,"+","ENSG00000162543","UBXN10"
"1",20808884,20812703,"-","ENSG00000162545","CAMK2N1"
"1",20825941,20834644,"-","ENSG00000090432","MUL1"
"1",20879066,20881513,"+","ENSG00000183114","FAM43B"
"1",20915579,20945396,"+","ENSG00000158825","CDA"
"1",20959951,20978004,"+","ENSG00000158828","PINK1"
"1",20978260,20988037,"-","ENSG00000244038","DDOST"
"1",20990507,21044510,"-","ENSG00000117245","KIF17"
"1",21046224,21059330,"-","ENSG00000189410","SH2D5"
"1",21069172,21113816,"-","ENSG00000127483","HP1BP3"
"1",21132785,21503381,"-","ENSG00000075151","EIF4G3"
"1",21543740,21672065,"-","ENSG00000117298","ECE1"
"1",21766621,21811498,"+","ENSG00000142794","NBPF3"
"1",21835890,21904903,"+","ENSG00000162551","ALPL"
"1",21922708,21995856,"-","ENSG00000076864","RAP1GAP"
"1",22004791,22110099,"-","ENSG00000090686","USP48"
"1",22138758,22151714,"+","ENSG00000187942","LDLRAD2"
"1",22148737,22263803,"-","ENSG00000142798","HSPG2"
"1",22303514,22325135,"+","ENSG00000219073","CELA3B"
"1",22328149,22339032,"+","ENSG00000142789","CELA3A"
"1",22352004,22427853,"+","ENSG00000070831","CDC42"
"1",22443806,22470462,"-","ENSG00000162552","WNT4"
"1",22755331,22857650,"+","ENSG00000184677","ZBTB40"
"1",22889982,22930088,"+","ENSG00000070886","EPHA8"
"1",22963121,22966171,"+","ENSG00000173372","C1QA"
"1",22970126,22974603,"+","ENSG00000159189","C1QC"
"1",22979255,22988130,"+","ENSG00000173369","C1QB"
"1",23037332,23247993,"+","ENSG00000133216","EPHB2"
"1",23337327,23342345,"-","ENSG00000227868","TEX46"
"1",23345936,23410182,"+","ENSG00000004487","KDM1A"
"1",23410516,23504301,"-","ENSG00000169641","LUZP1"
"1",23518388,23521222,"-","ENSG00000179546","HTR1D"
"1",23630264,23670829,"-","ENSG00000125944","HNRNPR"
"1",23685941,23696329,"-","ENSG00000125945","ZNF436"
"1",23707554,23751233,"-","ENSG00000204219","TCEA3"
"1",23755056,23811061,"-","ENSG00000088280","ASAP3"
"1",23832930,23857725,"-","ENSG00000007968","E2F2"
"1",23884417,23885992,"-","ENSG00000117318","ID3"
"1",24018232,24023325,"+","ENSG00000142676","RPL11"
"1",24069645,24088549,"+","ENSG00000011007","ELOA"
"1",24104908,24114722,"+","ENSG00000057757","PITHD1"
"1",24117635,24122029,"+","ENSG00000011009","LYPLA2"
"1",24122089,24127271,"-","ENSG00000117308","GALE"
"1",24128375,24165110,"-","ENSG00000117305","HMGCL"
"1",24171567,24194784,"-","ENSG00000179163","FUCA1"
"1",24197005,24239852,"-","ENSG00000188822","CNR2"
"1",24283329,24289952,"+","ENSG00000189266","PNRC2"
"1",24291294,24307417,"-","ENSG00000188529","SRSF10"
"1",24382525,24438625,"-","ENSG00000142661","MYOM3"
"1",24446261,24469630,"-","ENSG00000142677","IL22RA1"
"1",24480658,24514449,"-","ENSG00000185436","IFNLR1"
"1",24645812,24690972,"+","ENSG00000158055","GRHL3"
"1",24683489,24743424,"-","ENSG00000001460","STPG1"
"1",24742292,24799466,"+","ENSG00000001461","NIPAL3"
"1",24828841,24867530,"+","ENSG00000117602","RCAN3"
"1",24882578,24935819,"+","ENSG00000184454","NCMAP"
"1",24958207,24999772,"+","ENSG00000133226","SRRM1"
"1",25071873,25170812,"+","ENSG00000169504","CLIC4"
"1",25226002,25291612,"-","ENSG00000020633","RUNX3"
"1",25548767,25558993,"-","ENSG00000117614","SYF2"
"1",25568740,25664704,"-","ENSG00000117616","RSRP1"
"1",25598884,25656936,"+","ENSG00000187010","RHD"
"1",25664808,25688852,"+","ENSG00000183726","TMEM50A"
"1",25688740,25756683,"-","ENSG00000188672","RHCE"
"1",25757349,25826700,"+","ENSG00000204178","MACO1"
"1",25870071,25895377,"+","ENSG00000157978","LDLRAP1"
"1",25943959,26112698,"+","ENSG00000117643","MAN1C1"
"1",26126667,26144712,"+","ENSG00000162430","SELENON"
"1",26145131,26159433,"+","ENSG00000117640","MTFR1L"
"1",26158404,26185949,"-","ENSG00000127423","AUNIP"
"1",26187701,26197744,"-","ENSG00000182749","PAQR7"
"1",26210672,26233482,"-","ENSG00000117632","STMN1"
"1",26286258,26324608,"-","ENSG00000158006","PAFAH2"
"1",26346375,26362955,"+","ENSG00000158008","EXTL1"
"1",26363743,26372624,"-","ENSG00000158014","SLC30A2"
"1",26377795,26394927,"-","ENSG00000158022","TRIM63"
"1",26437656,26452046,"+","ENSG00000175087","PDIK1L"
"1",26485570,26490453,"+","ENSG00000197245","FAM110D"
"1",26496399,26497364,"+","ENSG00000142684","ZNF593"
"1",26503975,26516375,"+","ENSG00000142675","CNKSR1"
"1",26517052,26529459,"+","ENSG00000188782","CATSPER4"
"1",26560691,26605299,"+","ENSG00000130695","CEP85"
"1",26606577,26608013,"+","ENSG00000142669","SH3BGRL3"
"1",26607819,26644854,"-","ENSG00000158062","UBXN11"
"1",26644449,26647014,"+","ENSG00000169442","CD52"
"1",26688125,26701013,"-","ENSG00000176083","ZNF683"
"1",26737308,26756219,"+","ENSG00000131914","LIN28A"
"1",26758773,26797797,"+","ENSG00000117682","DHDDS"
"1",26798931,26803133,"+","ENSG00000198830","HMGN2"
"1",26856252,26901521,"+","ENSG00000117676","RPS6KA1"
"1",27019727,27108595,"+","ENSG00000117713","ARID1A"
"1",27113963,27124889,"+","ENSG00000060642","PIGV"
"1",27153179,27184095,"+","ENSG00000204160","ZDHHC18"
"1",27189640,27190947,"+","ENSG00000175793","SFN"
"1",27202623,27216774,"-","ENSG00000142751","GPN2"
"1",27216979,27226958,"-","ENSG00000198746","GPATCH3"
"1",27226729,27273362,"+","ENSG00000090273","NUDC"
"1",27237980,27240466,"-","ENSG00000131910","NR0B2"
"1",27276053,27286959,"-","ENSG00000175707","KDF1"
"1",27320183,27327377,"+","ENSG00000253368","TRNP1"
"1",27331511,27339341,"-","ENSG00000158246","TENT5B"
"1",27425300,27493472,"-","ENSG00000090020","SLC9A1"
"1",27561123,27635127,"+","ENSG00000142784","WDTC1"
"1",27648636,27662891,"+","ENSG00000186501","TMEM222"
"1",27668511,27680428,"+","ENSG00000142765","SYTL1"
"1",27681675,27693452,"-","ENSG00000142733","MAP3K6"
"1",27695603,27701315,"-","ENSG00000142748","FCN3"
"1",27705666,27709823,"-","ENSG00000174950","CD164L2"
"1",27719126,27722318,"+","ENSG00000181773","GPR3"
"1",27730734,27816678,"-","ENSG00000158195","WASF2"
"1",27860546,27930942,"-","ENSG00000126705","AHDC1"
"1",27938575,27961696,"-","ENSG00000000938","FGR"
"1",27992575,27998709,"-","ENSG00000126709","IFI6"
"1",28052490,28089633,"+","ENSG00000009780","FAM76A"
"1",28099730,28150954,"+","ENSG00000117758","STX12"
"1",28157293,28178187,"+","ENSG00000117751","PPP1R8"
"1",28199054,28213196,"+","ENSG00000130775","THEMIS2"
"1",28218035,28241257,"-","ENSG00000117748","RPA2"
"1",28261511,28285668,"+","ENSG00000130768","SMPDL3B"
"1",28285973,28294607,"+","ENSG00000158156","XKR8"
"1",28296855,28415148,"-","ENSG00000158161","EYA3"
"1",28473677,28520447,"-","ENSG00000169403","PTAFR"
"1",28525967,28559540,"-","ENSG00000126698","DNAJC8"
"1",28562620,28573417,"+","ENSG00000130770","ATP5IF1"
"1",28586029,28609002,"+","ENSG00000130766","SESN2"
"1",28655513,28662476,"+","ENSG00000130772","MED18"
"1",28696093,28826876,"+","ENSG00000204138","PHACTR4"
"1",28832455,28865812,"+","ENSG00000180198","RCC1"
"1",28879597,28905057,"+","ENSG00000180098","TRNAU1AP"
"1",28915835,28969597,"-","ENSG00000120656","TAF12"
"1",28918712,28921955,"+","ENSG00000188060","RAB42"
"1",28995244,29045865,"+","ENSG00000162419","GMEB1"
"1",29063133,29096287,"+","ENSG00000198492","YTHDF2"
"1",29138654,29197779,"+","ENSG00000116329","OPRD1"
"1",29213603,29446558,"+","ENSG00000159023","EPB41"
"1",29445941,29450415,"-","ENSG00000253304","TMEM200B"
"1",29474255,29508412,"-","ENSG00000116350","SRSF4"
"1",29519385,29557454,"-","ENSG00000116353","MECR"
"1",29563028,29653325,"+","ENSG00000060656","PTPRU"
"1",31184124,31196432,"-","ENSG00000162510","MATN1"
"1",31205316,31230621,"-","ENSG00000162511","LAPTM5"
"1",31342313,31381605,"-","ENSG00000162512","SDC3"
"1",31404353,31538838,"-","ENSG00000134644","PUM1"
"1",31652592,31712734,"-","ENSG00000084628","NKAIN1"
"1",31732415,31769635,"-","ENSG00000060688","SNRNP40"
"1",31769829,31837800,"+","ENSG00000121766","ZCCHC17"
"1",31838472,31849697,"-","ENSG00000121769","FABP3"
"1",31882412,31907527,"+","ENSG00000168528","SERINC2"
"1",32042086,32053287,"+","ENSG00000142910","TINAGL1"
"1",32083287,32098119,"+","ENSG00000121764","HCRTR1"
"1",32095467,32110497,"-","ENSG00000162517","PEF1"
"1",32117864,32169920,"-","ENSG00000084636","COL16A1"
"1",32192718,32230494,"-","ENSG00000121753","ADGRB2"
"1",32256023,32281652,"-","ENSG00000134668","SPOCD1"
"1",32372022,32410457,"-","ENSG00000184007","PTP4A2"
"1",32479469,32526451,"+","ENSG00000121774","KHDRBS1"
"1",32537632,32568467,"+","ENSG00000121775","TMEM39B"
"1",32573657,32642164,"+","ENSG00000025800","KPNA6"
"1",32645276,32663886,"+","ENSG00000084652","TXLNA"
"1",32665987,32670988,"+","ENSG00000160050","CCDC28B"
"1",32671262,32674288,"+","ENSG00000160051","IQCC"
"1",32674695,32681797,"+","ENSG00000222046","DCDC2B"
"1",32680073,32687960,"-","ENSG00000160055","TMEM234"
"1",32687529,32697205,"+","ENSG00000084623","EIF3I"
"1",32712823,32714457,"+","ENSG00000183615","FAM167B"
"1",32716840,32751766,"+","ENSG00000182866","LCK"
"1",32757684,32799236,"+","ENSG00000116478","HDAC1"
"1",32799440,32801834,"-","ENSG00000175130","MARCKSL1"
"1",32817122,32829913,"+","ENSG00000162526","TSSK3"
"1",32826871,32829879,"-","ENSG00000225828","FAM229A"
"1",32830704,32860332,"-","ENSG00000160058","BSDC1"
"1",32930673,32962287,"+","ENSG00000273274","ZBTB8B"
"1",33005028,33071542,"+","ENSG00000160062","ZBTB8A"
"1",33065773,33116504,"-","ENSG00000176261","ZBTB8OS"
"1",33116743,33151812,"+","ENSG00000162521","RBBP4"
"1",33145961,33169197,"-","ENSG00000162520","SYNC"
"1",33207431,33240571,"+","ENSG00000162522","KIAA1522"
"1",33240838,33283754,"-","ENSG00000134684","YARS"
"1",33282368,33324476,"+","ENSG00000116497","S100PBP"
"1",33327869,33338083,"-","ENSG00000160097","FNDC5"
"1",33351595,33364042,"+","ENSG00000121905","HPCA"
"1",33360195,33367039,"-","ENSG00000121900","TMEM54"
"1",33402046,33430286,"-","ENSG00000116514","RNF19B"
"1",33473541,33546597,"-","ENSG00000004455","AK2"
"1",33546705,33589093,"+","ENSG00000142920","AZIN2"
"1",33611000,33647660,"-","ENSG00000116525","TRIM62"
"1",33722093,33766320,"+","ENSG00000160094","ZNF362"
"1",33772367,33786699,"-","ENSG00000184389","A3GALT2"
"1",33789224,33896653,"-","ENSG00000134686","PHC2"
"1",33938246,33962107,"+","ENSG00000121903","ZSCAN20"
"1",33979599,34631443,"-","ENSG00000121904","CSMD2"
"1",34326076,34330392,"+","ENSG00000176256","HMGB4"
"1",34632484,34684732,"+","ENSG00000142698","C1orf94"
"1",35178338,35325356,"-","ENSG00000163866","SMIM12"
"1",35220648,35224113,"+","ENSG00000189280","GJB5"
"1",35225341,35239322,"+","ENSG00000189433","GJB4"
"1",35246815,35251970,"+","ENSG00000188910","GJB3"
"1",35258600,35261348,"+","ENSG00000187513","GJA4"
"1",35331037,35395251,"-","ENSG00000116544","DLGAP3"
"1",35447136,35450954,"-","ENSG00000243749","TMEM35B"
"1",35451766,35497546,"-","ENSG00000163867","ZMYM6"
"1",35497773,35581460,"+","ENSG00000197056","ZMYM1"
"1",35641979,35658746,"-","ENSG00000116560","SFPQ"
"1",35734568,35887659,"+","ENSG00000146463","ZMYM4"
"1",35899093,36023551,"-","ENSG00000142687","KIAA0319L"
"1",36023074,36032875,"+","ENSG00000020129","NCDN"
"1",36038915,36060929,"+","ENSG00000116819","TFAP2E"
"1",36065142,36107127,"-","ENSG00000126067","PSMB2"
"1",36179478,36184495,"-","ENSG00000142686","C1orf216"
"1",36185819,36235579,"-","ENSG00000092853","CLSPN"
