"chrom","start","end","strand","Ensembl.gene.ID","gene.name"
"1",11273206,11296049,"+","ENSG00000120942","UBIAD1"
"1",11479155,11537551,"+","ENSG00000204624","DISP3"
"1",11637018,11655785,"-","ENSG00000116661","FBXO2"
"1",11654375,11663327,"+","ENSG00000132879","FBXO44"
"1",11664200,11674354,"+","ENSG00000116663","FBXO6"
"1",11674480,11691650,"-","ENSG00000116670","MAD2L2"
"1",11691710,11725857,"+","ENSG00000162490","DRAXIN"
"1",11736084,11754802,"+","ENSG00000177674","AGTRAP"
"1",11785723,11806920,"-","ENSG00000177000","MTHFR"
"1",11806096,11848079,"+","ENSG00000011021","CLCN6"
"1",11845709,11848345,"-","ENSG00000175206","NPPA"
"1",11857464,11858945,"-","ENSG00000120937","NPPB"
"1",11919591,11926428,"-","ENSG00000116685","KIAA2013"
"1",11934205,11975538,"+","ENSG00000083444","PLOD1"
"1",11980181,12013514,"+","ENSG00000116688","MFN2"
"1",12019466,12032045,"+","ENSG00000116691","MIIP"
"1",12063303,12144207,"+","ENSG00000120949","TNFRSF8"
"1",12166991,12209228,"+","ENSG00000028137","TNFRSF1B"
"1",12230030,12512047,"+","ENSG00000048707","VPS13D"
"1",12567910,12618210,"-","ENSG00000162496","DHRS3"
"1",12644547,12667086,"+","ENSG00000204518","AADACL4"
"1",12716110,12728760,"+","ENSG00000188984","AADACL3"
"1",12746200,12763699,"+","ENSG00000157330","C1orf158"
"1",12774841,12777906,"+","ENSG00000116726","PRAMEF12"
"1",12791397,12796628,"+","ENSG00000116721","PRAMEF1"
"1",12824605,12831410,"-","ENSG00000239810","PRAMEF11"
"1",12847408,12848725,"-","ENSG00000179172","HNRNPCL1"
"1",12857086,12861909,"+","ENSG00000120952","PRAMEF2"
"1",12879224,12886201,"-","ENSG00000243073","PRAMEF4"
"1",12892896,12898270,"-","ENSG00000187545","PRAMEF10"
"1",12916610,12920482,"+","ENSG00000204510","PRAMEF7"
"1",12938472,12947580,"-","ENSG00000232423","PRAMEF6"
"1",13049476,13056491,"-","ENSG00000274764","PRAMEF27"
"1",13060869,13062229,"+","ENSG00000277058","HNRNPCL3"
"1",13068677,13077884,"+","ENSG00000229571","PRAMEF25"
"1",13115496,13116854,"-","ENSG00000275774","HNRNPCL2"
"1",13148905,13155961,"-","ENSG00000280267","PRAMEF26"
"1",13164586,13165467,"-","ENSG00000179412","HNRNPCL4"
"1",13172455,13179464,"+","ENSG00000204505","PRAMEF9"
"1",13196330,13201409,"-","ENSG00000279169","PRAMEF13"
"1",13222705,13226106,"-","ENSG00000279804","PRAMEF18"
"1",13254212,13263314,"+","ENSG00000270601","PRAMEF5"
"1",13281035,13285174,"-","ENSG00000182330","PRAMEF8"
"1",13303539,13308907,"+","ENSG00000237700","PRAMEF33"
"1",13315581,13322598,"+","ENSG00000204501","PRAMEF15"
"1",13342034,13347134,"-","ENSG00000204481","PRAMEF14"
"1",13389632,13392629,"+","ENSG00000204479","PRAMEF17"
"1",13410450,13421328,"+","ENSG00000204478","PRAMEF20"
"1",13474973,13514003,"-","ENSG00000162494","LRRC38"
"1",13583465,13617957,"+","ENSG00000162493","PDPN"
"1",13700198,13825079,"+","ENSG00000116731","PRDM2"
"1",13892792,15118043,"+","ENSG00000189337","KAZN"
"1",15152532,15220478,"+","ENSG00000171729","TMEM51"
"1",15409888,15430339,"+","ENSG00000142634","EFHD2"
"1",15438439,15449242,"+","ENSG00000162438","CTRC"
"1",15456728,15472091,"+","ENSG00000142615","CELA2A"
"1",15465909,15491400,"+","ENSG00000215704","CELA2B"
"1",15490832,15526534,"-","ENSG00000132906","CASP9"
"1",15526813,15592379,"+","ENSG00000116138","DNAJC16"
"1",15571699,15585051,"-","ENSG00000116771","AGMAT"
"1",15617458,15669044,"+","ENSG00000197312","DDI2"
"1",15659869,15661722,"+","ENSG00000215695","RSC1A1"
"1",15684320,15734769,"+","ENSG00000116786","PLEKHM2"
"1",15736258,15741392,"+","ENSG00000162461","SLC25A34"
"1",15742499,15747982,"+","ENSG00000162460","TMEM82"
"1",15756607,15786594,"+","ENSG00000162458","FBLIM1"
"1",15807169,15809348,"-","ENSG00000233954","UQCRHL"
"1",15847707,15940456,"+","ENSG00000065526","SPEN"
"1",15941869,15976132,"-","ENSG00000116809","ZBTB17"
"1",16004236,16008807,"+","ENSG00000183888","SRARP"
"1",16014028,16019594,"-","ENSG00000173641","HSPB7"
"1",16018875,16034050,"+","ENSG00000186510","CLCNKA"
"1",16043736,16057308,"+","ENSG00000184908","CLCNKB"
"1",16057769,16073651,"-","ENSG00000185519","FAM131C"
"1",16124337,16156069,"-","ENSG00000142627","EPHA2"
"1",16197854,16212652,"-","ENSG00000142632","ARHGEF19"
"1",16231692,16237183,"-","ENSG00000132881","CPLANE2"
"1",16246840,16352480,"-","ENSG00000037637","FBXO42"
"1",16352575,16398145,"+","ENSG00000055070","SZRD1"
"1",16387117,16437424,"-","ENSG00000187144","SPATA21"
"1",16440721,16460078,"+","ENSG00000157191","NECAP2"
"1",16740273,16972964,"+","ENSG00000058453","CROCC"
"1",16974502,16980835,"-","ENSG00000117122","MFAP2"
"1",16985958,17011928,"-","ENSG00000159363","ATP13A2"
"1",17018722,17054170,"-","ENSG00000117118","SDHB"
"1",17066761,17119451,"-","ENSG00000117115","PADI2"
"1",17205128,17246007,"+","ENSG00000142623","PADI1"
"1",17249098,17284233,"+","ENSG00000142619","PADI3"
"1",17308195,17364004,"+","ENSG00000159339","PADI4"
"1",17372196,17401699,"+","ENSG00000276747","PADI6"
"1",17406760,17439677,"-","ENSG00000179051","RCC2"
"1",17539698,17697874,"+","ENSG00000074964","ARHGEF10L"
"1",17755333,17827063,"+","ENSG00000117148","ACTL8"
"1",18107798,18378483,"+","ENSG00000117154","IGSF21"
"1",18480982,18486126,"+","ENSG00000179023","KLHDC7A"
"1",18630846,18748866,"+","ENSG00000009709","PAX7"
"1",18839599,18859682,"-","ENSG00000179002","TAS1R2"
"1",18871430,18902724,"-","ENSG00000159423","ALDH4A1"
"1",18904280,18956676,"-","ENSG00000169991","IFFO2"
"1",19074510,19210266,"-","ENSG00000127481","UBR4"
"1",19215660,19251527,"-","ENSG00000127463","EMC1"
"1",19251805,19260128,"+","ENSG00000053372","MRTO4"
"1",19265982,19274194,"-","ENSG00000211454","AKR7L"
"1",19282573,19288770,"-","ENSG00000162482","AKR7A3"
"1",19303965,19312146,"-","ENSG00000053371","AKR7A2"
"1",19312326,19329300,"+","ENSG00000040487","PQLC2"
"1",19338775,19485539,"-","ENSG00000077549","CAPZB"
"1",19484403,19629821,"+","ENSG00000173436","MICOS10"
"1",19596979,19658456,"+","ENSG00000158747","NBL1"
"1",19664875,19680966,"+","ENSG00000158748","HTR6"
"1",19682213,19799945,"-","ENSG00000162542","TMCO4"
"1",19814029,19815283,"-","ENSG00000178828","RNF186"
"1",19882395,19912945,"+","ENSG00000169914","OTUD3"
"1",19920009,19923617,"-","ENSG00000188784","PLA2G2E"
"1",19975431,19980416,"-","ENSG00000188257","PLA2G2A"
"1",20028179,20091911,"+","ENSG00000127472","PLA2G5"
"1",20111939,20119566,"-","ENSG00000117215","PLA2G2D"
"1",20139326,20150386,"+","ENSG00000158786","PLA2G2F"
"1",20186096,20196050,"+","ENSG00000162543","UBXN10"
"1",20482391,20486210,"-","ENSG00000162545","CAMK2N1"
"1",20499448,20508151,"-","ENSG00000090432","MUL1"
"1",20552573,20555020,"+","ENSG00000183114","FAM43B"
"1",20589086,20618903,"+","ENSG00000158825","CDA"
"1",20633458,20651511,"+","ENSG00000158828","PINK1"
"1",20651767,20661544,"-","ENSG00000244038","DDOST"
"1",20664014,20718017,"-","ENSG00000117245","KIF17"
"1",20719731,20732837,"-","ENSG00000189410","SH2D5"
"1",20742679,20787323,"-","ENSG00000127483","HP1BP3"
"1",20806292,21176888,"-","ENSG00000075151","EIF4G3"
"1",21217247,21345572,"-","ENSG00000117298","ECE1"
"1",21440128,21485005,"+","ENSG00000142794","NBPF3"
"1",21509397,21578410,"+","ENSG00000162551","ALPL"
"1",21596215,21669363,"-","ENSG00000076864","RAP1GAP"
"1",21678298,21783606,"-","ENSG00000090686","USP48"
"1",21812265,21825221,"+","ENSG00000187942","LDLRAD2"
"1",21822244,21937310,"-","ENSG00000142798","HSPG2"
"1",21977021,21998642,"+","ENSG00000219073","CELA3B"
"1",22001656,22012539,"+","ENSG00000142789","CELA3A"
"1",22025511,22101360,"+","ENSG00000070831","CDC42"
"1",22117313,22143969,"-","ENSG00000162552","WNT4"
"1",22428838,22531157,"+","ENSG00000184677","ZBTB40"
"1",22563489,22603595,"+","ENSG00000070886","EPHA8"
"1",22636628,22639678,"+","ENSG00000173372","C1QA"
"1",22643633,22648110,"+","ENSG00000159189","C1QC"
"1",22652762,22661637,"+","ENSG00000173369","C1QB"
"1",22710839,22921500,"+","ENSG00000133216","EPHB2"
"1",23010834,23015852,"-","ENSG00000227868","TEX46"
"1",23019443,23083689,"+","ENSG00000004487","KDM1A"
"1",23084023,23177808,"-","ENSG00000169641","LUZP1"
"1",23191895,23194729,"-","ENSG00000179546","HTR1D"
"1",23303771,23344336,"-","ENSG00000125944","HNRNPR"
"1",23359448,23369836,"-","ENSG00000125945","ZNF436"
"1",23381061,23424740,"-","ENSG00000204219","TCEA3"
"1",23428563,23484568,"-","ENSG00000088280","ASAP3"
"1",23506438,23531233,"-","ENSG00000007968","E2F2"
"1",23557926,23559501,"-","ENSG00000117318","ID3"
"1",23691742,23696835,"+","ENSG00000142676","RPL11"
"1",23743155,23762059,"+","ENSG00000011007","ELOA"
"1",23778418,23788232,"+","ENSG00000057757","PITHD1"
"1",23791145,23795539,"+","ENSG00000011009","LYPLA2"
"1",23795599,23800781,"-","ENSG00000117308","GALE"
"1",23801885,23838620,"-","ENSG00000117305","HMGCL"
"1",23845077,23868294,"-","ENSG00000179163","FUCA1"
"1",23870515,23913362,"-","ENSG00000188822","CNR2"
"1",23956839,23963462,"+","ENSG00000189266","PNRC2"
"1",23964804,23980927,"-","ENSG00000188529","SRSF10"
"1",24056035,24112135,"-","ENSG00000142661","MYOM3"
"1",24119771,24143140,"-","ENSG00000142677","IL22RA1"
"1",24154168,24187959,"-","ENSG00000185436","IFNLR1"
"1",24319322,24364482,"+","ENSG00000158055","GRHL3"
"1",24356999,24416934,"-","ENSG00000001460","STPG1"
"1",24415802,24472976,"+","ENSG00000001461","NIPAL3"
"1",24502351,24541040,"+","ENSG00000117602","RCAN3"
"1",24556087,24609328,"+","ENSG00000184454","NCMAP"
"1",24631716,24673281,"+","ENSG00000133226","SRRM1"
"1",24745382,24844321,"+","ENSG00000169504","CLIC4"
"1",24899511,24965121,"-","ENSG00000020633","RUNX3"
"1",25222276,25232502,"-","ENSG00000117614","SYF2"
"1",25242249,25338213,"-","ENSG00000117616","RSRP1"
"1",25272393,25330445,"+","ENSG00000187010","RHD"
"1",25338317,25362361,"+","ENSG00000183726","TMEM50A"
"1",25362249,25430192,"-","ENSG00000188672","RHCE"
"1",25430858,25500209,"+","ENSG00000204178","MACO1"
"1",25543580,25568886,"+","ENSG00000157978","LDLRAP1"
"1",25617468,25786207,"+","ENSG00000117643","MAN1C1"
"1",25800176,25818221,"+","ENSG00000162430","SELENON"
"1",25818640,25832942,"+","ENSG00000117640","MTFR1L"
"1",25831913,25859458,"-","ENSG00000127423","AUNIP"
"1",25861210,25871253,"-","ENSG00000182749","PAQR7"
"1",25884181,25906991,"-","ENSG00000117632","STMN1"
"1",25959767,25998117,"-","ENSG00000158006","PAFAH2"
"1",26019884,26036464,"+","ENSG00000158008","EXTL1"
"1",26037252,26046133,"-","ENSG00000158014","SLC30A2"
"1",26051304,26068436,"-","ENSG00000158022","TRIM63"
"1",26111165,26125555,"+","ENSG00000175087","PDIK1L"
"1",26159079,26163962,"+","ENSG00000197245","FAM110D"
"1",26169908,26170873,"+","ENSG00000142684","ZNF593"
"1",26177484,26189884,"+","ENSG00000142675","CNKSR1"
"1",26190561,26202968,"+","ENSG00000188782","CATSPER4"
"1",26234200,26278808,"+","ENSG00000130695","CEP85"
"1",26280086,26281522,"+","ENSG00000142669","SH3BGRL3"
"1",26281328,26318363,"-","ENSG00000158062","UBXN11"
"1",26317958,26320523,"+","ENSG00000169442","CD52"
"1",26361634,26374522,"-","ENSG00000176083","ZNF683"
"1",26410817,26429728,"+","ENSG00000131914","LIN28A"
"1",26432282,26471306,"+","ENSG00000117682","DHDDS"
"1",26472440,26476642,"+","ENSG00000198830","HMGN2"
"1",26529761,26575030,"+","ENSG00000117676","RPS6KA1"
"1",26693236,26782104,"+","ENSG00000117713","ARID1A"
"1",26787472,26798398,"+","ENSG00000060642","PIGV"
"1",26826688,26857604,"+","ENSG00000204160","ZDHHC18"
"1",26863149,26864456,"+","ENSG00000175793","SFN"
"1",26876132,26890283,"-","ENSG00000142751","GPN2"
"1",26890488,26900467,"-","ENSG00000198746","GPATCH3"
"1",26900238,26946871,"+","ENSG00000090273","NUDC"
"1",26911489,26913975,"-","ENSG00000131910","NR0B2"
"1",26949562,26960468,"-","ENSG00000175707","KDF1"
"1",26993692,27000886,"+","ENSG00000253368","TRNP1"
"1",27005020,27012850,"-","ENSG00000158246","TENT5B"
"1",27098809,27166981,"-","ENSG00000090020","SLC9A1"
"1",27234632,27308636,"+","ENSG00000142784","WDTC1"
"1",27322145,27336400,"+","ENSG00000186501","TMEM222"
"1",27342020,27353937,"+","ENSG00000142765","SYTL1"
"1",27355184,27366961,"-","ENSG00000142733","MAP3K6"
"1",27369112,27374824,"-","ENSG00000142748","FCN3"
"1",27379176,27383333,"-","ENSG00000174950","CD164L2"
"1",27392622,27395814,"+","ENSG00000181773","GPR3"
"1",27404230,27490167,"-","ENSG00000158195","WASF2"
"1",27534035,27604431,"-","ENSG00000126705","AHDC1"
"1",27612064,27635185,"-","ENSG00000000938","FGR"
"1",27666064,27672198,"-","ENSG00000126709","IFI6"
"1",27725979,27763122,"+","ENSG00000009780","FAM76A"
"1",27773219,27824443,"+","ENSG00000117758","STX12"
"1",27830782,27851676,"+","ENSG00000117751","PPP1R8"
"1",27872543,27886685,"+","ENSG00000130775","THEMIS2"
"1",27891524,27914746,"-","ENSG00000117748","RPA2"
"1",27935000,27959157,"+","ENSG00000130768","SMPDL3B"
"1",27959462,27968096,"+","ENSG00000158156","XKR8"
"1",27970344,28088637,"-","ENSG00000158161","EYA3"
"1",28147166,28193936,"-","ENSG00000169403","PTAFR"
"1",28199456,28233029,"-","ENSG00000126698","DNAJC8"
"1",28236109,28246906,"+","ENSG00000130770","ATP5IF1"
"1",28259518,28282491,"+","ENSG00000130766","SESN2"
"1",28329002,28335965,"+","ENSG00000130772","MED18"
"1",28369582,28500364,"+","ENSG00000204138","PHACTR4"
"1",28505943,28539300,"+","ENSG00000180198","RCC1"
"1",28553085,28578545,"+","ENSG00000180098","TRNAU1AP"
"1",28589323,28643085,"-","ENSG00000120656","TAF12"
"1",28592200,28595443,"+","ENSG00000188060","RAB42"
"1",28668732,28719353,"+","ENSG00000162419","GMEB1"
"1",28736621,28769775,"+","ENSG00000198492","YTHDF2"
"1",28812142,28871267,"+","ENSG00000116329","OPRD1"
"1",28887091,29120046,"+","ENSG00000159023","EPB41"
"1",29119429,29123903,"-","ENSG00000253304","TMEM200B"
"1",29147743,29181900,"-","ENSG00000116350","SRSF4"
"1",29192873,29230942,"-","ENSG00000116353","MECR"
"1",29236516,29326813,"+","ENSG00000060656","PTPRU"
"1",30711277,30723585,"-","ENSG00000162510","MATN1"
"1",30732469,30757774,"-","ENSG00000162511","LAPTM5"
"1",30869466,30908758,"-","ENSG00000162512","SDC3"
"1",30931506,31065991,"-","ENSG00000134644","PUM1"
"1",31179745,31239887,"-","ENSG00000084628","NKAIN1"
"1",31259568,31296788,"-","ENSG00000060688","SNRNP40"
"1",31296982,31364953,"+","ENSG00000121766","ZCCHC17"
"1",31365625,31376850,"-","ENSG00000121769","FABP3"
"1",31409565,31434680,"+","ENSG00000168528","SERINC2"
"1",31576485,31587686,"+","ENSG00000142910","TINAGL1"
"1",31617686,31632518,"+","ENSG00000121764","HCRTR1"
"1",31629866,31644896,"-","ENSG00000162517","PEF1"
"1",31652263,31704319,"-","ENSG00000084636","COL16A1"
"1",31727117,31764893,"-","ENSG00000121753","ADGRB2"
"1",31790422,31816051,"-","ENSG00000134668","SPOCD1"
"1",31906421,31944856,"-","ENSG00000184007","PTP4A2"
"1",32013868,32060850,"+","ENSG00000121774","KHDRBS1"
"1",32072031,32102866,"+","ENSG00000121775","TMEM39B"
"1",32108056,32176563,"+","ENSG00000025800","KPNA6"
"1",32179675,32198285,"+","ENSG00000084652","TXLNA"
"1",32200386,32205387,"+","ENSG00000160050","CCDC28B"
"1",32205661,32208687,"+","ENSG00000160051","IQCC"
"1",32209094,32216196,"+","ENSG00000222046","DCDC2B"
"1",32214472,32222359,"-","ENSG00000160055","TMEM234"
"1",32221928,32231604,"+","ENSG00000084623","EIF3I"
"1",32247222,32248856,"+","ENSG00000183615","FAM167B"
"1",32251239,32286165,"+","ENSG00000182866","LCK"
"1",32292083,32333635,"+","ENSG00000116478","HDAC1"
"1",32333839,32336233,"-","ENSG00000175130","MARCKSL1"
"1",32351521,32364312,"+","ENSG00000162526","TSSK3"
"1",32361270,32364278,"-","ENSG00000225828","FAM229A"
"1",32365103,32394731,"-","ENSG00000160058","BSDC1"
"1",32465072,32496686,"+","ENSG00000273274","ZBTB8B"
"1",32539427,32605941,"+","ENSG00000160062","ZBTB8A"
"1",32600172,32650903,"-","ENSG00000176261","ZBTB8OS"
"1",32651142,32686211,"+","ENSG00000162521","RBBP4"
"1",32680360,32703596,"-","ENSG00000162520","SYNC"
"1",32741830,32774970,"+","ENSG00000162522","KIAA1522"
"1",32775237,32818153,"-","ENSG00000134684","YARS"
"1",32816767,32858875,"+","ENSG00000116497","S100PBP"
"1",32862268,32872482,"-","ENSG00000160097","FNDC5"
"1",32885994,32898441,"+","ENSG00000121905","HPCA"
"1",32894594,32901438,"-","ENSG00000121900","TMEM54"
"1",32936445,32964685,"-","ENSG00000116514","RNF19B"
"1",33007940,33080996,"-","ENSG00000004455","AK2"
"1",33081104,33123492,"+","ENSG00000142920","AZIN2"
"1",33145399,33182059,"-","ENSG00000116525","TRIM62"
"1",33256492,33300719,"+","ENSG00000160094","ZNF362"
"1",33306766,33321098,"-","ENSG00000184389","A3GALT2"
"1",33323623,33431052,"-","ENSG00000134686","PHC2"
"1",33472645,33496507,"+","ENSG00000121903","ZSCAN20"
"1",33513999,34165842,"-","ENSG00000121904","CSMD2"
"1",33860475,33864791,"+","ENSG00000176256","HMGB4"
"1",34166883,34219131,"+","ENSG00000142698","C1orf94"
"1",34712737,34859755,"-","ENSG00000163866","SMIM12"
"1",34755047,34758512,"+","ENSG00000189280","GJB5"
"1",34759740,34773721,"+","ENSG00000189433","GJB4"
"1",34781214,34786369,"+","ENSG00000188910","GJB3"
"1",34792999,34795747,"+","ENSG00000187513","GJA4"
"1",34865436,34929650,"-","ENSG00000116544","DLGAP3"
"1",34981535,34985353,"-","ENSG00000243749","TMEM35B"
"1",34986165,35031945,"-","ENSG00000163867","ZMYM6"
"1",35032172,35115859,"+","ENSG00000197056","ZMYM1"
"1",35176378,35193145,"-","ENSG00000116560","SFPQ"
"1",35268967,35422058,"+","ENSG00000146463","ZMYM4"
"1",35433492,35557950,"-","ENSG00000142687","KIAA0319L"
"1",35557473,35567274,"+","ENSG00000020129","NCDN"
"1",35573314,35595328,"+","ENSG00000116819","TFAP2E"
"1",35599541,35641526,"-","ENSG00000126067","PSMB2"
